timestamp,tx,ty,tz,rx,ry,rz
1490994660318373201,44.072,-23.4,0.84,0.0,0.0,0.0
1490994660446352132,44.074,-23.398,0.844,0.0,0.0,0.0
1490994660518342940,44.075,-23.393,0.83,0.0,0.0,0.0
1490994660618145822,44.083,-23.381,0.83,0.0,0.0,0.0
1490994660717469799,44.098,-23.363,0.83,0.0,0.0,0.0
1490994660817785173,44.117,-23.336,0.831,0.0,0.0,0.0
1490994660917705673,44.142,-23.304,0.831,0.0,0.0,0.0
1490994661018512049,44.173,-23.266,0.832,0.0,0.0,0.0
1490994661117049396,44.207,-23.223,0.833,0.0,0.0,0.0
1490994661217213712,44.245,-23.174,0.832,0.0,0.0,0.0
1490994661317118585,44.287,-23.121,0.834,0.0,0.0,0.0
1490994661444872896,44.331,-23.063,0.831,0.0,0.0,0.0
1490994661517755104,44.378,-23.003,0.818,0.0,0.0,0.0
1490994661617663610,44.431,-22.936,0.818,0.0,0.0,0.0
1490994661717494393,44.49,-22.865,0.82,0.0,0.0,0.0
1490994661817349996,44.554,-22.79,0.819,0.0,0.0,0.0
1490994661917137381,44.621,-22.706,0.821,0.0,0.0,0.0
1490994662020567394,44.689,-22.619,0.819,0.0,0.0,0.0
1490994662117513995,44.759,-22.526,0.815,0.0,0.0,0.0
1490994662217791585,44.831,-22.43,0.813,0.0,0.0,0.0
1490994662317638381,44.907,-22.33,0.814,0.0,0.0,0.0
1490994662444407869,44.989,-22.225,0.813,0.0,0.0,0.0
1490994662517343874,45.078,-22.119,0.796,0.0,0.0,0.0
1490994662617209553,45.175,-22.007,0.79,0.0,0.0,0.0
1490994662717154825,45.275,-21.891,0.787,0.0,0.0,0.0
1490994662817605161,45.373,-21.764,0.783,0.0,0.0,0.0
1490994662917823963,45.475,-21.629,0.782,0.0,0.0,0.0
1490994663018705267,45.586,-21.486,0.779,0.0,0.0,0.0
1490994663117574881,45.703,-21.339,0.774,0.0,0.0,0.0
1490994663217445363,45.826,-21.185,0.772,0.0,0.0,0.0
1490994663317397571,45.954,-21.021,0.766,0.0,0.0,0.0
1490994663445151363,46.093,-20.848,0.766,0.0,0.0,0.0
1490994663518016982,46.238,-20.667,0.755,0.0,0.0,0.0
1490994663618891800,46.398,-20.479,0.75,0.0,0.0,0.0
1490994663719872023,46.566,-20.282,0.75,0.0,0.0,0.0
1490994663818621184,46.73,-20.07,0.741,0.0,0.0,0.0
1490994663918448349,46.9,-19.855,0.738,0.0,0.0,0.0
1490994664019326721,47.076,-19.634,0.728,0.0,0.0,0.0
1490994664118247833,47.259,-19.401,0.719,0.0,0.0,0.0
1490994664219016600,47.453,-19.16,0.715,0.0,0.0,0.0
1490994664318743921,47.659,-18.909,0.711,0.0,0.0,0.0
1490994664446194894,47.874,-18.651,0.706,0.0,0.0,0.0
1490994664518568237,48.096,-18.382,0.693,0.0,0.0,0.0
1490994664618436580,48.325,-18.103,0.686,0.0,0.0,0.0
1490994664717892180,48.561,-17.812,0.671,0.0,0.0,0.0
