timestamp,tx,ty,tz,rx,ry,rz
1490994861024701256,56.842,-0.99,0.434,0.0,0.0,0.0
1490994861123611723,56.372,-1.555,0.445,0.0,0.0,0.0
1490994861240038477,55.907,-2.133,0.453,0.0,0.0,0.0
1490994861325337208,55.449,-2.726,0.462,0.0,0.0,0.0
1490994861424212757,54.979,-3.321,0.466,0.0,0.0,0.0
1490994861525085531,54.497,-3.916,0.47,0.0,0.0,0.0
1490994861649929722,54.011,-4.517,0.475,0.0,0.0,0.0
1490994861724951084,53.529,-5.13,0.483,0.0,0.0,0.0
1490994861824871050,53.039,-5.75,0.491,0.0,0.0,0.0
1490994861924710262,52.546,-6.372,0.501,0.0,0.0,0.0
1490994862024643860,52.039,-6.995,0.513,0.0,0.0,0.0
1490994862124509572,51.533,-7.622,0.522,0.0,0.0,0.0
1490994862224331876,51.027,-8.258,0.54,0.0,0.0,0.0
1490994862326203047,50.51,-8.894,0.552,0.0,0.0,0.0
1490994862425122616,49.991,-9.533,0.573,0.0,0.0,0.0
1490994862524967642,49.471,-10.184,0.602,0.0,0.0,0.0
1490994862651820320,48.954,-10.844,0.627,0.0,0.0,0.0
1490994862725700520,48.423,-11.518,0.6,0.0,0.0,0.0
1490994862825568410,47.889,-12.176,0.622,0.0,0.0,0.0
1490994862926465487,47.358,-12.843,0.641,0.0,0.0,0.0
1490994863022899657,46.828,-13.521,0.665,0.0,0.0,0.0
1490994863125311490,46.289,-14.198,0.676,0.0,0.0,0.0
1490994863243209965,45.74,-14.873,0.695,0.0,0.0,0.0
1490994863326091481,45.194,-15.543,0.704,0.0,0.0,0.0
1490994863424924580,44.658,-16.219,0.714,0.0,0.0,0.0
1490994863525818684,44.123,-16.897,0.733,0.0,0.0,0.0
1490994863652612181,43.582,-17.58,0.758,0.0,0.0,0.0
1490994863725544689,43.038,-18.263,0.796,0.0,0.0,0.0
1490994863825425641,42.496,-18.941,0.829,0.0,0.0,0.0
1490994863925316191,41.963,-19.618,0.856,0.0,0.0,0.0
1490994864026157269,41.433,-20.295,0.871,0.0,0.0,0.0
1490994864126041366,40.9,-20.965,0.888,0.0,0.0,0.0
1490994864224899749,40.365,-21.633,0.908,0.0,0.0,0.0
1490994864323820279,39.831,-22.289,0.927,0.0,0.0,0.0
1490994864425686427,39.299,-22.939,0.944,0.0,0.0,0.0
1490994864525553008,38.772,-23.591,0.959,0.0,0.0,0.0
1490994864652497114,38.251,-24.252,0.983,0.0,0.0,0.0
1490994864725354423,37.731,-24.906,1.009,0.0,0.0,0.0
1490994864825240715,37.207,-25.55,1.029,0.0,0.0,0.0
1490994864926177605,36.685,-26.168,1.045,0.0,0.0,0.0
1490994865025011006,36.175,-26.769,1.056,0.0,0.0,0.0
1490994865124905830,35.686,-27.371,1.067,0.0,0.0,0.0
1490994865239860826,35.206,-27.974,1.085,0.0,0.0,0.0
1490994865325648885,34.719,-28.568,1.119,0.0,0.0,0.0
1490994865425630294,34.231,-29.153,1.157,0.0,0.0,0.0
1490994865525482650,33.751,-29.731,1.193,0.0,0.0,0.0
1490994865650813769,33.286,-30.299,1.225,0.0,0.0,0.0
1490994865723293547,32.831,-30.863,1.228,0.0,0.0,0.0
1490994865826124537,32.391,-31.411,1.245,0.0,0.0,0.0
1490994865926026784,31.959,-31.944,1.261,0.0,0.0,0.0
1490994866025849271,31.529,-32.461,1.275,0.0,0.0,0.0
1490994866125831772,31.104,-32.966,1.291,0.0,0.0,0.0
1490994866226741055,30.685,-33.46,1.31,0.0,0.0,0.0
1490994866326544760,30.28,-33.954,1.328,0.0,0.0,0.0
1490994866425540162,29.884,-34.439,1.351,0.0,0.0,0.0
1490994866525424928,29.496,-34.911,1.373,0.0,0.0,0.0
1490994866653270918,29.11,-35.371,1.398,0.0,0.0,0.0
1490994866726183853,28.734,-35.821,1.402,0.0,0.0,0.0
1490994866826025977,28.365,-36.256,1.412,0.0,0.0,0.0
1490994866926414137,28.009,-36.682,1.429,0.0,0.0,0.0
1490994867023832598,27.67,-37.102,1.445,0.0,0.0,0.0
1490994867125655207,27.339,-37.502,1.461,0.0,0.0,0.0
1490994867240590307,27.012,-37.888,1.47,0.0,0.0,0.0
1490994867326412119,26.696,-38.263,1.484,0.0,0.0,0.0
1490994867425293654,26.391,-38.629,1.495,0.0,0.0,0.0
1490994867526227224,26.099,-38.987,1.511,0.0,0.0,0.0
1490994867653039170,25.819,-39.33,1.524,0.0,0.0,0.0
1490994867725991074,25.548,-39.657,1.54,0.0,0.0,0.0
1490994867825910789,25.283,-39.973,1.555,0.0,0.0,0.0
1490994867926351113,25.032,-40.279,1.564,0.0,0.0,0.0
1490994868025648766,24.799,-40.574,1.576,0.0,0.0,0.0
1490994868125548271,24.574,-40.852,1.583,0.0,0.0,0.0
1490994868225457769,24.357,-41.116,1.594,0.0,0.0,0.0
1490994868324321170,24.148,-41.369,1.602,0.0,0.0,0.0
1490994868426190936,23.951,-41.609,1.612,0.0,0.0,0.0
1490994868526105741,23.764,-41.837,1.619,0.0,0.0,0.0
1490994868652952719,23.587,-42.054,1.625,0.0,0.0,0.0
1490994868725439664,23.419,-42.259,1.629,0.0,0.0,0.0
1490994868824848719,23.259,-42.453,1.633,0.0,0.0,0.0
1490994868925642170,23.111,-42.636,1.641,0.0,0.0,0.0
