timestamp,tx,ty,tz,rx,ry,rz
1490994695521582790,59.174,-5.56,0.059,0.0,0.0,0.0
1490994695649481408,59.174,-5.56,0.058,0.0,0.0,0.0
1490994695721398249,59.174,-5.56,0.057,0.0,0.0,0.0
1490994695821258171,59.173,-5.561,0.059,0.0,0.0,0.0
1490994695921204819,59.17,-5.563,0.061,0.0,0.0,0.0
1490994696022091827,59.164,-5.571,0.065,0.0,0.0,0.0
1490994696121958682,59.149,-5.587,0.068,0.0,0.0,0.0
1490994696219394518,59.128,-5.614,0.075,0.0,0.0,0.0
1490994696320743386,59.097,-5.651,0.081,0.0,0.0,0.0
1490994696419622503,59.054,-5.702,0.086,0.0,0.0,0.0
1490994696521560125,58.998,-5.768,0.085,0.0,0.0,0.0
1490994696648381587,58.928,-5.853,0.086,0.0,0.0,0.0
1490994696721298636,58.843,-5.958,0.062,0.0,0.0,0.0
1490994696821151111,58.743,-6.076,0.065,0.0,0.0,0.0
1490994696920104591,58.626,-6.216,0.068,0.0,0.0,0.0
1490994697020974521,58.494,-6.376,0.073,0.0,0.0,0.0
1490994697121914516,58.342,-6.556,0.069,0.0,0.0,0.0
1490994697220747630,58.169,-6.755,0.064,0.0,0.0,0.0
1490994697320688684,57.979,-6.974,0.068,0.0,0.0,0.0
1490994697420579212,57.774,-7.213,0.078,0.0,0.0,0.0
1490994697520968477,57.556,-7.476,0.085,0.0,0.0,0.0
1490994697648416015,57.319,-7.757,0.093,0.0,0.0,0.0
1490994697720249540,57.065,-8.055,0.097,0.0,0.0,0.0
1490994697821104785,56.795,-8.369,0.1,0.0,0.0,0.0
1490994697920077591,56.514,-8.7,0.101,0.0,0.0,0.0
1490994698019923369,56.224,-9.043,0.106,0.0,0.0,0.0
1490994698121331007,55.927,-9.391,0.111,0.0,0.0,0.0
1490994698220695924,55.623,-9.744,0.118,0.0,0.0,0.0
1490994698320636839,55.314,-10.1,0.116,0.0,0.0,0.0
1490994698420525794,55.002,-10.46,0.123,0.0,0.0,0.0
1490994698520437382,54.691,-10.825,0.133,0.0,0.0,0.0
1490994698648239042,54.379,-11.195,0.148,0.0,0.0,0.0
1490994698720800341,54.06,-11.566,0.165,0.0,0.0,0.0
1490994698820155703,53.737,-11.938,0.182,0.0,0.0,0.0
1490994698920015156,53.409,-12.317,0.199,0.0,0.0,0.0
1490994699019919024,53.078,-12.699,0.207,0.0,0.0,0.0
1490994699120759092,52.75,-13.09,0.219,0.0,0.0,0.0
1490994699219720144,52.416,-13.481,0.228,0.0,0.0,0.0
1490994699320572587,52.079,-13.873,0.237,0.0,0.0,0.0
1490994699420459428,51.736,-14.268,0.242,0.0,0.0,0.0
1490994699520398407,51.395,-14.67,0.257,0.0,0.0,0.0
1490994699647316806,51.049,-15.071,0.272,0.0,0.0,0.0
1490994699721132546,50.699,-15.482,0.252,0.0,0.0,0.0
1490994699821102722,50.345,-15.893,0.251,0.0,0.0,0.0
1490994699919916527,49.987,-16.304,0.269,0.0,0.0,0.0
1490994700020873374,49.63,-16.719,0.281,0.0,0.0,0.0
1490994700120790401,49.268,-17.139,0.298,0.0,0.0,0.0
1490994700220683490,48.896,-17.556,0.309,0.0,0.0,0.0
1490994700320602840,48.52,-17.974,0.331,0.0,0.0,0.0
1490994700420463010,48.138,-18.393,0.345,0.0,0.0,0.0
1490994700520407765,47.757,-18.821,0.357,0.0,0.0,0.0
1490994700649199099,47.374,-19.252,0.366,0.0,0.0,0.0
1490994700721130323,46.987,-19.684,0.368,0.0,0.0,0.0
1490994700821573963,46.599,-20.112,0.379,0.0,0.0,0.0
1490994700920967153,46.212,-20.538,0.396,0.0,0.0,0.0
1490994701021386230,45.825,-20.963,0.409,0.0,0.0,0.0
1490994701121781613,45.441,-21.391,0.415,0.0,0.0,0.0
1490994701221633883,45.064,-21.818,0.433,0.0,0.0,0.0
1490994701321529620,44.689,-22.244,0.45,0.0,0.0,0.0
1490994701421441736,44.314,-22.67,0.458,0.0,0.0,0.0
1490994701521267422,43.942,-23.091,0.468,0.0,0.0,0.0
1490994701649155103,43.575,-23.505,0.483,0.0,0.0,0.0
1490994701721118701,43.212,-23.92,0.495,0.0,0.0,0.0
1490994701821949376,42.853,-24.329,0.512,0.0,0.0,0.0
1490994701921431045,42.501,-24.738,0.522,0.0,0.0,0.0
1490994702021763302,42.154,-25.14,0.534,0.0,0.0,0.0
1490994702121706473,41.812,-25.538,0.56,0.0,0.0,0.0
1490994702221514914,41.476,-25.923,0.591,0.0,0.0,0.0
1490994702321488423,41.144,-26.308,0.603,0.0,0.0,0.0
