timestamp,tx,ty,tz,rx,ry,rz
1490992964007704311,13.147,5.304,0.223,0.0,0.0,0.0
1490992964106553831,12.761,4.936,0.226,0.0,0.0,0.0
1490992964206398231,12.375,4.563,0.24,0.0,0.0,0.0
1490992964305369806,11.989,4.186,0.241,0.0,0.0,0.0
1490992964404215351,11.602,3.799,0.241,0.0,0.0,0.0
1490992964506150006,11.216,3.401,0.237,0.0,0.0,0.0
1490992964631987367,10.838,2.983,0.234,0.0,0.0,0.0
1490992964705908971,10.467,2.549,0.23,0.0,0.0,0.0
1490992964805823409,10.098,2.103,0.24,0.0,0.0,0.0
1490992964905683871,9.731,1.651,0.245,0.0,0.0,0.0
1490992965041620424,9.368,1.195,0.25,0.0,0.0,0.0
1490992965106477353,9.007,0.733,0.253,0.0,0.0,0.0
1490992965206387589,8.655,0.261,0.257,0.0,0.0,0.0
1490992965307258465,8.311,-0.224,0.26,0.0,0.0,0.0
1490992965406127151,7.969,-0.721,0.265,0.0,0.0,0.0
1490992965506035716,7.631,-1.227,0.27,0.0,0.0,0.0
1490992965629885548,7.288,-1.74,0.288,0.0,0.0,0.0
1490992965714280268,6.941,-2.259,0.294,0.0,0.0,0.0
1490992965803736719,6.594,-2.777,0.299,0.0,0.0,0.0
1490992965906623489,6.245,-3.303,0.313,0.0,0.0,0.0
1490992966017473238,5.901,-3.834,0.318,0.0,0.0,0.0
1490992966107404833,5.552,-4.37,0.331,0.0,0.0,0.0
1490992966206305314,5.196,-4.907,0.344,0.0,0.0,0.0
1490992966307167181,4.832,-5.451,0.363,0.0,0.0,0.0
1490992966407012732,4.475,-6.001,0.376,0.0,0.0,0.0
1490992966506932969,4.116,-6.551,0.39,0.0,0.0,0.0
1490992966632773621,3.752,-7.099,0.397,0.0,0.0,0.0
1490992966706795264,3.386,-7.652,0.393,0.0,0.0,0.0
1490992966806642099,3.021,-8.212,0.397,0.0,0.0,0.0
1490992966906466534,2.655,-8.777,0.406,0.0,0.0,0.0
1490992967031398362,2.281,-9.343,0.427,0.0,0.0,0.0
1490992967105212352,1.905,-9.908,0.443,0.0,0.0,0.0
1490992967207111177,1.53,-10.482,0.458,0.0,0.0,0.0
1490992967308009534,1.157,-11.057,0.472,0.0,0.0,0.0
1490992967406957544,0.781,-11.633,0.484,0.0,0.0,0.0
1490992967506799638,0.403,-12.212,0.5,0.0,0.0,0.0
1490992967632595478,0.023,-12.796,0.519,0.0,0.0,0.0
1490992967707504703,-0.358,-13.385,0.541,0.0,0.0,0.0
1490992967806913726,-0.744,-13.97,0.55,0.0,0.0,0.0
1490992967906764568,-1.128,-14.563,0.578,0.0,0.0,0.0
1490992968007198248,-1.516,-15.152,0.595,0.0,0.0,0.0
1490992968107013050,-1.902,-15.741,0.609,0.0,0.0,0.0
