timestamp,lat,long,alt
1490991758892454461,37.4264068645,-122.075946163,-31.8175055734
1490991758981376506,37.4264069263,-122.075946095,-31.8176491165
1490991759081268014,37.4264069557,-122.075946065,-31.8205718765
1490991759181171379,37.4264069328,-122.075946088,-31.8203875928
1490991759281953567,37.4264068976,-122.075946128,-31.8189714541
1490991759380859562,37.4264068644,-122.075946152,-31.8168496109
1490991759604576873,37.4264068578,-122.075946167,-31.8160837508
1490991759780465464,37.4264068239,-122.075946192,-31.8276408334
1490991759880820894,37.4264067299,-122.075946307,-31.8295694187
1490991759981190535,37.4264065287,-122.075946503,-31.8305176058
1490991760081114971,37.4264062329,-122.075946833,-31.8300256796
1490991760181008011,37.4264058161,-122.075947292,-31.8266181691
1490991760281967490,37.4264052515,-122.075947915,-31.8265495029
1490991760380750947,37.4264045312,-122.075948687,-31.8233015497
1490991760480678872,37.4264036577,-122.075949623,-31.8196836098
1490991760606525757,37.4264025926,-122.075950704,-31.8153307545
1490991760681370398,37.426401342,-122.075951974,-31.8172285058
1490991760782299988,37.4263999234,-122.075953403,-31.809589406
1490991760895231268,37.4263983198,-122.075955017,-31.8025190129
1490991761081898782,37.4263945867,-122.075958764,-31.7892793488
1490991761181854978,37.4263924666,-122.075960909,-31.7820587514
1490991761282747251,37.4263901883,-122.0759632,-31.7739138952
1490991761381585069,37.4263877356,-122.075965588,-31.7618379648
1490991761607302593,37.4263823628,-122.075970763,-31.7431732102
1490991761681267432,37.4263794526,-122.075973531,-31.7320350298
1490991761781132860,37.4263764083,-122.075976362,-31.7194843613
1490991761880981922,37.4263732319,-122.075979295,-31.7094825736
1490991761981893057,37.42636996,-122.075982295,-31.6984365531
1490991762081738604,37.4263665885,-122.075985408,-31.6895265661
1490991762282568393,37.4263595668,-122.075991878,-31.667667225
1490991762381411153,37.4263559343,-122.075995266,-31.6570532601
1490991762481331529,37.4263522249,-122.075998704,-31.6460696539
1490991762607178451,37.426348411,-122.076002154,-31.638297275
1490991762681071436,37.4263444859,-122.076005675,-31.6346852035
1490991762781017337,37.4263405284,-122.076009286,-31.6237578817
1490991762892926128,37.4263365447,-122.076013024,-31.6140436854
1490991762981770847,37.4263324883,-122.076016847,-31.6028404346
1490991763081634751,37.4263283173,-122.076020732,-31.5893316922
1490991763181525197,37.4263240784,-122.076024625,-31.5816595239
1490991763282415926,37.4263197477,-122.076028598,-31.5675374354
1490991763381246348,37.4263153774,-122.076032651,-31.5561102736
1490991763481141510,37.4263109544,-122.07603678,-31.5466552348
