index,timestamp,tx,ty,tz,rx,ry,rz
2017-03-31 20:16:56.421136309,1490991416421136309,-14.0176977643,-93.4596977643,1.236,0.0,0.0,0.0
2017-03-31 20:16:56.462881800,1490991416462881800,-14.0172797655,-93.4592797655,1.236,0.0,0.0,0.0
2017-03-31 20:16:56.504580377,1490991416504580377,-14.017,-93.459,1.2358906938,0.0,0.0,0.0
2017-03-31 20:16:56.546106576,1490991416546106576,-14.017,-93.459,1.23556078205,0.0,0.0,0.0
2017-03-31 20:16:56.587876063,1490991416587876063,-14.017,-93.459,1.23522893816,0.0,0.0,0.0
2017-03-31 20:16:56.629475298,1490991416629475298,-14.0166544773,-93.4591727613,1.23413619331,0.0,0.0,0.0
2017-03-31 20:16:56.671172069,1490991416671172069,-14.0155273836,-93.4597363082,1.23131845908,0.0,0.0,0.0
2017-03-31 20:16:56.712875345,1490991416712875345,-14.015,-93.4597777271,1.2306668188,0.0,0.0,0.0
2017-03-31 20:16:56.754523092,1490991416754523092,-14.015,-93.459360598,1.23191820592,0.0,0.0,0.0
2017-03-31 20:16:56.796135356,1490991416796135356,-14.015,-93.459,1.23305556514,0.0,0.0,0.0
2017-03-31 20:16:56.837807902,1490991416837807902,-14.015,-93.459,1.2334684119,0.0,0.0,0.0
2017-03-31 20:16:56.879594925,1490991416879594925,-14.015,-93.459,1.23388239486,0.0,0.0,0.0
2017-03-31 20:16:56.921147740,1490991416921147740,-14.014699955,-93.459,1.23460009006,0.0,0.0,0.0
2017-03-31 20:16:56.962798414,1490991416962798414,-14.0142789179,-93.459,1.23544216427,0.0,0.0,0.0
2017-03-31 20:16:57.004471979,1490991417004471979,-14.014276584,-93.458861708,1.236,0.0,0.0,0.0
2017-03-31 20:16:57.046106770,1490991417046106770,-14.0150943291,-93.4584528355,1.236,0.0,0.0,0.0
2017-03-31 20:16:57.087786084,1490991417087786084,-14.015912944,-93.458043528,1.236,0.0,0.0,0.0
2017-03-31 20:16:57.129504138,1490991417129504138,-14.016,-93.4583766658,1.2356233342,0.0,0.0,0.0
2017-03-31 20:16:57.171249695,1490991417171249695,-14.016,-93.4587983821,1.23520161789,0.0,0.0,0.0
2017-03-31 20:16:57.212936376,1490991417212936376,-14.016,-93.4585627054,1.23543729456,0.0,0.0,0.0
2017-03-31 20:16:57.254569525,1490991417254569525,-14.016,-93.4577248349,1.23627516512,0.0,0.0,0.0
2017-03-31 20:16:57.298499331,1490991417298499331,-14.016,-93.4571577368,1.23692113159,0.0,0.0,0.0
2017-03-31 20:16:57.337813778,1490991417337813778,-14.016,-93.4579413794,1.23652931031,0.0,0.0,0.0
2017-03-31 20:16:57.379464650,1490991417379464650,-14.016,-93.4587715949,1.23611420254,0.0,0.0,0.0
2017-03-31 20:16:57.421239275,1490991417421239275,-14.0163033721,-93.4586966279,1.23691011633,0.0,0.0,0.0
2017-03-31 20:16:57.462895050,1490991417462895050,-14.0167202247,-93.4582797753,1.23816067417,0.0,0.0,0.0
2017-03-31 20:16:57.506897516,1490991417506897516,-14.017,-93.458,1.23887350162,0.0,0.0,0.0
2017-03-31 20:16:57.546115466,1490991417546115466,-14.017,-93.458,1.23856429772,0.0,0.0,0.0
2017-03-31 20:16:57.587863794,1490991417587863794,-14.017,-93.458,1.23823514642,0.0,0.0,0.0
2017-03-31 20:16:57.629524822,1490991417629524822,-14.0165201486,-93.4584798514,1.23672039633,0.0,0.0,0.0
2017-03-31 20:16:57.671121172,1490991417671121172,-14.0148337462,-93.4601662538,1.23222332314,0.0,0.0,0.0
2017-03-31 20:16:57.718058737,1490991417718058737,-14.014264079,-93.461264079,1.23026407897,0.0,0.0,0.0
2017-03-31 20:16:57.754441979,1490991417754441979,-14.0146283981,-93.4616283981,1.23062839814,0.0,0.0,0.0
