timestamp,lat,long,alt
1490991416378388774,37.4259148858,-122.07638966,-31.8509320459
1490991416478255737,37.4259148809,-122.076389662,-31.8511202476
1490991416604099923,37.4259148883,-122.076389663,-31.8500290761
1490991416678025600,37.4259148907,-122.076389663,-31.8469366969
1490991416778365525,37.425914898,-122.076389664,-31.847839871
1490991416877727772,37.4259148978,-122.07638967,-31.8480151554
1490991416978176262,37.4259148933,-122.07638967,-31.8443247011
1490991417077985902,37.4259148936,-122.07638968,-31.8469744227
1490991417178373109,37.4259149009,-122.07638968,-31.8434065638
1490991417279243514,37.4259149019,-122.076389681,-31.844481172
1490991417378114644,37.4259149016,-122.076389676,-31.8423404978
1490991417601911206,37.4259149108,-122.076389683,-31.8414036674
1490991417677838473,37.4259149118,-122.076389689,-31.8418198271
1490991417777662431,37.425914904,-122.076389692,-31.8413130145
1490991417877495848,37.4259149097,-122.076389701,-31.8401569638
1490991417978402755,37.4259149092,-122.076389694,-31.8404595356
1490991418078317384,37.425914903,-122.076389697,-31.838622537
1490991418178192254,37.4259149164,-122.0763897,-31.835659882
1490991418478363060,37.4259149262,-122.076389702,-31.8348194508
1490991418603692933,37.4259149302,-122.076389723,-31.8328787098
1490991418678154740,37.4259149319,-122.076389707,-31.8329936586
1490991418778489154,37.4259149308,-122.076389708,-31.8329760767
1490991418877520203,37.425914927,-122.076389706,-31.832452837
1490991419078204659,37.4259149362,-122.076389717,-31.8273783233
1490991419178094773,37.4259149268,-122.076389722,-31.8310750052
1490991419279955257,37.4259149395,-122.076389718,-31.8297739979
1490991419378867024,37.4259149446,-122.076389727,-31.8284016649
1490991419478801783,37.4259149459,-122.076389713,-31.8283311719
1490991419603688079,37.4259149503,-122.076389722,-31.8271025016
1490991419878424600,37.4259149469,-122.076389731,-31.8242187897
1490991419979213025,37.4259149562,-122.076389741,-31.8253611812
1490991420078119408,37.4259149561,-122.07638974,-31.8227706114
1490991420279927851,37.42591496,-122.076389737,-31.8218118708
1490991420378844767,37.4259149648,-122.076389737,-31.8231047739
1490991420478759196,37.4259149671,-122.076389737,-31.8216310261
1490991420605628675,37.4259149659,-122.076389737,-31.823036965
1490991420678510367,37.4259149745,-122.076389744,-31.8192775221
1490991420778340147,37.4259149847,-122.076389744,-31.8200588137
1490991420878661163,37.4259149839,-122.076389741,-31.8190894343
1490991420979033544,37.4259149821,-122.076389738,-31.8173715175
1490991421178786358,37.4259149833,-122.076389744,-31.8177885291
1490991421280184264,37.4259149839,-122.076389745,-31.8178060518
1490991421379063901,37.4259149781,-122.076389747,-31.8158276309
1490991421479387393,37.4259149769,-122.076389751,-31.8153601944
1490991421602232696,37.4259149948,-122.076389761,-31.8141867728
1490991421678200125,37.4259149999,-122.076389755,-31.8118784578
1490991421778112495,37.4259149924,-122.076389756,-31.8116209986
1490991421877972912,37.4259149939,-122.07638976,-31.8118072525
1490991421978838724,37.4259149932,-122.076389759,-31.811812184
1490991422078743088,37.4259149971,-122.076389763,-31.8132509033
1490991422178656394,37.4259149989,-122.076389756,-31.8092609165
1490991422279401060,37.4259149978,-122.076389754,-31.8091132792
1490991422378289241,37.4259150042,-122.076389768,-31.8105365894
1490991422479145533,37.4259150061,-122.076389771,-31.8100077564
1490991422604473098,37.425915005,-122.076389777,-31.8091858071
1490991422679853080,37.4259148842,-122.076389632,-31.8537403088
1490991422778699027,37.4259148801,-122.076389635,-31.8531868929
1490991422882612187,37.4259148722,-122.076389632,-31.8533294099
1490991423179328773,37.425914881,-122.076389637,-31.8528679303
1490991423280230700,37.4259148851,-122.07638964,-31.853759766
1490991423379098433,37.4259148827,-122.076389647,-31.8518196829
1490991423478991943,37.4259148882,-122.076389649,-31.8490315312
1490991423604860702,37.4259148902,-122.076389643,-31.8494481269
1490991423677718052,37.4259148881,-122.076389646,-31.8508382761
1490991423777609185,37.4259148894,-122.076389641,-31.8496899576
1490991423878504358,37.4259148993,-122.076389639,-31.848204063
1490991423978442362,37.4259149063,-122.076389653,-31.8478217605
1490991424078308405,37.4259148934,-122.076389651,-31.8482926263
1490991424178151603,37.4259149128,-122.076389647,-31.8473068657
1490991424478282517,37.4259149096,-122.076389647,-31.8451366962
1490991424603676592,37.4259149075,-122.076389647,-31.8440322372
1490991424677650289,37.4259149108,-122.076389646,-31.8438636096
1490991424879492078,37.4259149213,-122.076389665,-31.8415548849
1490991424978262412,37.4259149209,-122.076389664,-31.8410897248
1490991425078120839,37.4259149176,-122.076389658,-31.8394572779
1490991425378252349,37.4259149166,-122.076389661,-31.840146133
1490991425478716672,37.4259149227,-122.076389666,-31.8387401763
1490991425602608917,37.4259149261,-122.076389671,-31.8382198069
1490991425778328714,37.4259149242,-122.076389661,-31.8358382634
1490991425878178980,37.4259149271,-122.07638968,-31.8346421989
1490991425978583290,37.4259149254,-122.076389673,-31.8340509058
1490991426077948793,37.4259149236,-122.076389671,-31.8355812168
1490991426178269781,37.4259149303,-122.076389675,-31.8338876799
1490991426279184872,37.4259149414,-122.076389669,-31.8336074262
1490991426378602586,37.4259149319,-122.076389676,-31.83258517
1490991426478489175,37.4259149355,-122.076389677,-31.8319648761
1490991426603353637,37.4259149417,-122.076389677,-31.832075484
1490991426677293231,37.4259149412,-122.076389684,-31.830561347
1490991426777132410,37.4259149381,-122.076389697,-31.8311556068
1490991427177665697,37.4259149487,-122.076389685,-31.82781258
1490991427278621765,37.4259149572,-122.076389684,-31.8293726281
1490991427377435830,37.4259149565,-122.076389682,-31.8272413185
1490991427678070329,37.4259149586,-122.076389719,-31.8225744066
1490991427778068395,37.4259149621,-122.076389719,-31.8236615046
1490991427877936598,37.4259149688,-122.076389714,-31.8215881994
1490991427978805314,37.4259149729,-122.076389704,-31.824415096
1490991428077658460,37.4259149751,-122.076389714,-31.8225602791
