timestamp,lat,long,alt
1490991416601720807,37.4259057584,-122.076399121,-32.2278405206
1490991417176051380,37.4259057563,-122.076399108,-32.2276413991
1490991417275994251,37.4259057719,-122.076399106,-32.2262720498
1490991417602687523,37.4259057636,-122.076399117,-32.2243780209
1490991418177057480,37.4259057506,-122.076399101,-32.227222166
1490991418600644836,37.4259057523,-122.076399106,-32.2240607117
1490991420601659447,37.4259057811,-122.076399097,-32.2207813352
1490991421375788024,37.425905763,-122.076399089,-32.2253328835
1490991421601621984,37.4259057728,-122.076399097,-32.2272430767
1490991422275841267,37.4259057655,-122.076399096,-32.2240582022
1490991422375703156,37.4259057668,-122.076399101,-32.2232084175
1490991422601523998,37.425905771,-122.076399098,-32.2219627058
1490991423077040906,37.4259057703,-122.0763991,-32.2192443439
1490991423375717141,37.4259057796,-122.076399113,-32.2173720795
1490991424601466579,37.4259058115,-122.076399125,-32.2108503329
1490991425602364994,37.4259057796,-122.076399103,-32.2226779493
1490991429602260249,37.4259057811,-122.076399137,-32.2201275396
1490991430602121593,37.4259058124,-122.076399154,-32.216210728
1490991430975680740,37.4259057643,-122.076399104,-32.2290284407
1490991431602129660,37.425905776,-122.076399107,-32.2270482979
1490991431676005879,37.4259057541,-122.076399107,-32.2316956849
1490991432602114358,37.4259057658,-122.076399108,-32.226334022
1490991432875768622,37.4259057526,-122.076399099,-32.2302377881
1490991433602576649,37.4259057475,-122.07639911,-32.2272149016
1490991434601040116,37.4259057893,-122.076399131,-32.2291136945
1490991437176239860,37.4259057838,-122.076399117,-32.2309145252
1490991437602845314,37.4259057862,-122.076399132,-32.2241222548
1490991438601819382,37.4259058057,-122.076399134,-32.223388197
1490991439601816507,37.425905787,-122.076399169,-32.2224074029
1490991440602291156,37.425905807,-122.07639918,-32.2128178222
1490991440976326848,37.4259057505,-122.076399102,-32.2266795866
