timestamp,lat,long,alt
1490991281600307019,37.4259058035,-122.076399116,-32.2248329685
1490991282600838765,37.4259057803,-122.076399113,-32.2236127861
1490991283599294958,37.4259057805,-122.076399099,-32.2212340903
1490991284074695474,37.4259057832,-122.076399098,-32.2280648269
1490991284599228605,37.4259057903,-122.076399097,-32.2239267617
1490991284873937635,37.4259057868,-122.076399112,-32.2219610805
1490991286075644048,37.4259057827,-122.076399143,-32.2155081247
1490991286600137693,37.425905785,-122.076399161,-32.213295031
1490991287600109801,37.4259057761,-122.076399177,-32.2081206134
1490991288600173616,37.4259057578,-122.076399095,-32.2236054239
1490991289601068800,37.4259057453,-122.076399109,-32.2249880738
1490991290600596821,37.4259057518,-122.076399128,-32.2245976404
1490991291600938317,37.4259057492,-122.076399104,-32.2298938894
1490991292275223509,37.4259057555,-122.076399109,-32.2303222239
1490991292375076566,37.4259057535,-122.076399098,-32.2279133409
1490991293076371131,37.425905754,-122.076399122,-32.224625752
1490991294599796585,37.4259057728,-122.076399117,-32.2205389103
1490991295774585865,37.4259057749,-122.076399094,-32.2260033531
1490991296076261626,37.4259057794,-122.076399098,-32.2223772455
1490991296275068320,37.4259057912,-122.076399109,-32.2248480857
1490991296600782049,37.4259057825,-122.07639912,-32.2226836518
1490991297600793650,37.4259057966,-122.076399121,-32.2278700519
1490991297774506949,37.4259057703,-122.076399096,-32.2275551609
1490991298373907226,37.4259057753,-122.076399123,-32.22299911
1490991298600689719,37.4259057917,-122.076399132,-32.222429228
1490991300474676092,37.4259057687,-122.076399107,-32.2224976176
1490991301601523882,37.4259057632,-122.076399127,-32.2203768868
1490991301775299711,37.4259057618,-122.076399118,-32.2252012798
1490991301875252946,37.4259057703,-122.076399108,-32.224368825
1490991302600462751,37.4259057759,-122.076399124,-32.2184132008
1490991305274676788,37.4259057952,-122.076399183,-32.2027608285
1490991306601259563,37.425905799,-122.07639921,-32.194219679
1490991307601210606,37.4259057578,-122.076399114,-32.2217591121
1490991308601178062,37.4259057801,-122.076399137,-32.2163738055
1490991308974721388,37.42590578,-122.076399087,-32.2283214715
1490991309601079596,37.4259057812,-122.076399091,-32.2234434411
1490991310600553785,37.4259057659,-122.076399115,-32.2255755556
1490991311601012355,37.4259057959,-122.07639913,-32.2192416317
1490991312600010608,37.4259057919,-122.076399103,-32.2255100596
1490991314600852909,37.4259058063,-122.076399101,-32.2241422677
1490991316600805931,37.4259058066,-122.076399143,-32.218398892
1490991317599804870,37.4259058137,-122.076399164,-32.2128737588
1490991319175091516,37.4259057635,-122.076399106,-32.2258676382
1490991319600163324,37.4259057661,-122.076399127,-32.2230742089
1490991321601672556,37.4259057716,-122.076399116,-32.2289349723
1490991321875357399,37.4259057595,-122.076399102,-32.2274236638
1490991321975274391,37.4259057726,-122.076399107,-32.2283052236
1490991323601182028,37.4259057999,-122.076399126,-32.2243475314
1490991324375819495,37.4259057642,-122.076399126,-32.2250847301
1490991324601624725,37.4259057692,-122.076399136,-32.2251187393
1490991324977267919,37.4259057745,-122.076399089,-32.2261245475
1490991325600634439,37.425905772,-122.076399113,-32.2263285272
1490991326374781669,37.425905788,-122.076399105,-32.2211632525
1490991327474669851,37.4259058024,-122.076399121,-32.2121209823
1490991327601541173,37.4259058082,-122.076399127,-32.2128660716
1490991328601530489,37.4259058249,-122.07639914,-32.2063319253
1490991329175880856,37.4259057861,-122.076399102,-32.2272782675
1490991330601457755,37.4259057793,-122.076399131,-32.2231644612
1490991331600963903,37.4259057705,-122.076399123,-32.2254982377
1490991332474486783,37.4259057852,-122.076399153,-32.2218210261
1490991332600895223,37.4259057905,-122.076399154,-32.2217141794
1490991333600425910,37.4259057847,-122.076399182,-32.2168773395
1490991334602352242,37.4259057607,-122.076399103,-32.2277242966
1490991335600857656,37.4259057569,-122.076399135,-32.2273603543
1490991336601274426,37.4259057596,-122.07639914,-32.2192765611
1490991337600933802,37.4259057492,-122.076399158,-32.2174453597
1490991339601642038,37.4259057739,-122.076399112,-32.2282149332
1490991340600645111,37.4259057578,-122.076399113,-32.2301498617
1490991341076048107,37.4259057676,-122.076399091,-32.2291885932
1490991341274898794,37.4259057618,-122.07639909,-32.2273653539
1490991341374744083,37.4259057495,-122.076399099,-32.2279375651
1490991341476756046,37.4259057471,-122.0763991,-32.2278945376
1490991341601525280,37.425905752,-122.0763991,-32.227171509
1490991342601573477,37.4259057668,-122.076399078,-32.2263785996
1490991343601584822,37.4259057629,-122.076399078,-32.2314860114
1490991344600516968,37.4259057629,-122.07639909,-32.225627299
1490991346601425079,37.4259057689,-122.076399076,-32.228314508
