timestamp,lat,long,alt
1490993365293019028,37.4258503691,-122.076807168,-33.3168795638
1490993365618821788,37.425850353,-122.076807169,-33.309325502
1490993366617706152,37.4258513818,-122.076807172,-33.3163115605
1490993368618672881,37.4258641433,-122.076805996,-33.2991504531
1490993369617663819,37.4258789097,-122.076806717,-33.2743846098
1490993370617634107,37.4258921543,-122.076808661,-33.2709867676
1490993371617643912,37.4259017338,-122.076809654,-33.270051145
1490993372294460405,37.425907622,-122.076809701,-33.2014538608
1490993372392882441,37.4259083543,-122.076809766,-33.2249552418
1490993372616552139,37.4259096631,-122.0768098,-33.2327056787
1490993373617532168,37.4259142708,-122.076809582,-33.2395773248
1490993374617424377,37.4259176158,-122.076809191,-33.241770794
1490993375616381107,37.4259194224,-122.076808827,-33.2079222759
1490993376304192444,37.4259195102,-122.076809124,-33.3240651596
1490993376617319395,37.4259194718,-122.076809144,-33.322962955
1490993377618258280,37.4259194833,-122.076809173,-33.324938499
1490993378619229193,37.4259195192,-122.07680917,-33.3225277058
1490993379293478179,37.4259195058,-122.076809158,-33.3140323916
1490993379617213384,37.4259195031,-122.076809181,-33.3171942778
1490993380294510721,37.4259195018,-122.076809183,-33.3256586868
1490993381618210611,37.4259195096,-122.076809236,-33.317226759
1490993382295414677,37.4259194894,-122.076809215,-33.3346399528
1490993382393319423,37.4259194911,-122.076809212,-33.3333310684
1490993382619035563,37.4259194836,-122.076809217,-33.3284460961
1490993383619027053,37.4259195069,-122.076809188,-33.3261297051
1490993384618960609,37.4259195184,-122.076809195,-33.3059594217
1490993385619913878,37.4259195253,-122.076809215,-33.3024324558
1490993386295176224,37.4259195348,-122.076809239,-33.3016468501
1490993386618881905,37.4259195663,-122.076809236,-33.292839758
1490993387618822039,37.4259194946,-122.076809161,-33.3102807383
1490993388618743741,37.4259195118,-122.076809179,-33.3185568283
1490993389618673694,37.4259195047,-122.076809157,-33.3200353208
1490993390618615739,37.4259207547,-122.076808936,-33.3236663647
1490993392313850443,37.4259253057,-122.076807934,-33.3132016136
1490993392392709695,37.4259254285,-122.076807905,-33.3147815748
1490993393618479606,37.4259259131,-122.076807822,-33.2940649026
1490993396619345202,37.4259261944,-122.076807669,-33.3234169365
1490993397619340223,37.4259262075,-122.076807663,-33.3063553682
1490993398094738675,37.4259261868,-122.076807635,-33.3137077999
1490993398298639172,37.4259261932,-122.076807631,-33.3140795626
1490993398618250607,37.4259261914,-122.076807618,-33.3076344195
1490993399618214191,37.4259261904,-122.076807619,-33.3112157871
1490993400292510815,37.4259261936,-122.076807618,-33.3015755791
1490993401617160514,37.4259267684,-122.076807465,-33.309441691
