timestamp,lat,long,alt
1490993843623846764,37.4268398489,-122.075954848,-33.2445856067
1490993844309101600,37.4268616495,-122.075938516,-33.2699582864
1490993844623768311,37.4268712946,-122.075933431,-33.2978459205
1490993846624534028,37.4269283208,-122.075957606,-33.4609048171
1490993847297812196,37.426932973,-122.075987541,-33.4824483493
1490993847624522743,37.426930667,-122.076000922,-33.4898518994
1490993848310804083,37.426914881,-122.076028751,-33.4955786721
1490993848624471678,37.426905163,-122.076038438,-33.4930395455
1490993849624423560,37.4268649,-122.076064149,-33.4464637681
1490993850310707104,37.4268335271,-122.076082854,-33.3841673742
1490993850624343210,37.4268193945,-122.076091355,-33.3297767678
1490993851624289710,37.4267692561,-122.076121766,-33.2315436297
1490993852319558805,37.4267319413,-122.07614407,-33.1945990966
1490993853625238608,37.4266611095,-122.076181543,-32.9796453137
1490993854311491814,37.4266243636,-122.076199597,-32.912138408
1490993854624168477,37.4266091118,-122.076207313,-32.8369662613
1490993855625178726,37.4265616001,-122.076233762,-32.7626363629
1490993856625085026,37.4265202937,-122.0762606,-32.6948171074
1490993858623972706,37.4264540582,-122.076293452,-32.5998537566
1490993859624875123,37.4264275102,-122.076277305,-32.4814453688
1490993860314193343,37.4264169742,-122.07625364,-32.4261428239
1490993860624856089,37.4264158567,-122.076241286,-32.394435614
1490993862317094050,37.4264543846,-122.07617885,-32.3817708758
1490993862624256978,37.4264667363,-122.076171831,-32.3938244528
1490993864313544155,37.4265470886,-122.076131232,-32.5646031892
1490993864624634737,37.4265626674,-122.076122531,-32.6024238867
1490993865102253575,37.4265893323,-122.076107398,-32.6886266008
1490993866312979206,37.4266568111,-122.076069547,-32.8312697537
1490993868313887534,37.4267681187,-122.07600152,-33.1004540724
