index,timestamp,tx,ty,tz,rx,ry,rz
2017-03-31 20:57:23.005657268,1490993843005657268,24.496,9.069,0.231,0.0,0.0,0.0
2017-03-31 20:57:23.047365255,1490993843047365255,24.5765393655,9.17995283216,0.229591969135,0.0,0.0,0.0
2017-03-31 20:57:23.089008597,1490993843089008597,24.6819990615,9.32523646939,0.227748268155,0.0,0.0,0.0
2017-03-31 20:57:23.130777374,1490993843130777374,24.7892921625,9.47327898914,0.225973091651,0.0,0.0,0.0
2017-03-31 20:57:23.172370397,1490993843172370397,24.9222640491,9.66071537551,0.225482420483,0.0,0.0,0.0
2017-03-31 20:57:23.214038717,1490993843214038717,25.0549191912,9.84786749739,0.224939790081,0.0,0.0,0.0
2017-03-31 20:57:23.255637142,1490993843255637142,25.1579783614,10.0018500224,0.22170656121,0.0,0.0,0.0
2017-03-31 20:57:23.297329761,1490993843297329761,25.2612702955,10.1561803238,0.218466029946,0.0,0.0,0.0
2017-03-31 20:57:23.338986862,1490993843338986862,25.3651539433,10.3121918339,0.216078162205,0.0,0.0,0.0
2017-03-31 20:57:23.380721967,1490993843380721967,25.469795391,10.4699978881,0.214390396919,0.0,0.0,0.0
2017-03-31 20:57:23.422373648,1490993843422373648,25.5730827229,10.6268546194,0.212710462324,0.0,0.0,0.0
2017-03-31 20:57:23.463987260,1490993843463987260,25.6708659418,10.7805731542,0.211053119631,0.0,0.0,0.0
2017-03-31 20:57:23.505715664,1490993843505715664,25.7689192551,10.9347162866,0.209391199066,0.0,0.0,0.0
2017-03-31 20:57:23.547321657,1490993843547321657,25.8483290384,11.0631977535,0.208242210246,0.0,0.0,0.0
2017-03-31 20:57:23.589021019,1490993843589021019,25.9222318076,11.1841596851,0.207248002588,0.0,0.0,0.0
2017-03-31 20:57:23.630663051,1490993843630663051,25.9960334011,11.3049560152,0.206255156039,0.0,0.0,0.0
2017-03-31 20:57:23.672308410,1490993843672308410,26.1044311037,11.4857451039,0.200592537914,0.0,0.0,0.0
2017-03-31 20:57:23.713986258,1490993843713986258,26.224885973,11.687436978,0.193309220239,0.0,0.0,0.0
2017-03-31 20:57:23.755655958,1490993843755655958,26.3098524477,11.8405329303,0.190205164331,0.0,0.0,0.0
2017-03-31 20:57:23.797378694,1490993843797378694,26.3933527167,11.9916684171,0.187282654917,0.0,0.0,0.0
2017-03-31 20:57:23.838954917,1490993843838954917,26.4738060265,12.1425829128,0.185067956883,0.0,0.0,0.0
2017-03-31 20:57:23.880685429,1490993843880685429,26.5523823062,12.2943020061,0.183396121145,0.0,0.0,0.0
2017-03-31 20:57:23.922322677,1490993843922322677,26.6301573488,12.4455184521,0.1818641637,0.0,0.0,0.0
2017-03-31 20:57:23.964098795,1490993843964098795,26.7049663021,12.5963901401,0.181028309473,0.0,0.0,0.0
2017-03-31 20:57:24.005700586,1490993844005700586,26.7794630701,12.7466322253,0.18019594335,0.0,0.0,0.0
2017-03-31 20:57:24.047420013,1490993844047420013,26.8481595518,12.8980682332,0.178401264005,0.0,0.0,0.0
2017-03-31 20:57:24.089040795,1490993844089040795,26.9148547291,13.0493829167,0.176317039715,0.0,0.0,0.0
2017-03-31 20:57:24.130632045,1490993844130632045,26.9772058905,13.2013315735,0.174693850144,0.0,0.0,0.0
2017-03-31 20:57:24.172311470,1490993844172311470,27.0322846013,13.3548843429,0.173859324223,0.0,0.0,0.0
2017-03-31 20:57:24.214089857,1490993844214089857,27.0874938953,13.5088011625,0.173022819769,0.0,0.0,0.0
2017-03-31 20:57:24.256087277,1490993844256087277,27.1331450083,13.6648750285,0.170974999619,0.0,0.0,0.0
2017-03-31 20:57:24.297517368,1490993844297517368,27.1779084893,13.8188778301,0.168921628933,0.0,0.0,0.0
2017-03-31 20:57:24.339081511,1490993844339081511,27.2209862923,13.9743727347,0.166606891376,0.0,0.0,0.0
2017-03-31 20:57:24.380685778,1490993844380685778,27.2626222708,14.1308230782,0.164083498738,0.0,0.0,0.0
2017-03-31 20:57:24.422324475,1490993844422324475,27.3038587873,14.2875826502,0.161262495984,0.0,0.0,0.0
2017-03-31 20:57:24.464063181,1490993844464063181,27.3431445912,14.4455707216,0.157038215999,0.0,0.0,0.0
2017-03-31 20:57:24.505635650,1490993844505635650,27.3822737742,14.6029289416,0.152830776964,0.0,0.0,0.0
2017-03-31 20:57:24.547359899,1490993844547359899,27.4098540765,14.7340752775,0.148243823365,0.0,0.0,0.0
2017-03-31 20:57:24.589047054,1490993844589047054,27.4345486466,14.8585492594,0.143571877664,0.0,0.0,0.0
2017-03-31 20:57:24.630656192,1490993844630656192,27.4591971154,14.9827908654,0.138908653846,0.0,0.0,0.0
2017-03-31 20:57:24.672334223,1490993844672334223,27.4814629956,15.1685327097,0.131014801745,0.0,0.0,0.0
2017-03-31 20:57:24.713998189,1490993844713998189,27.5031361321,15.369009222,0.122345547159,0.0,0.0,0.0
2017-03-31 20:57:24.755774217,1490993844755774217,27.5096181486,15.5246770494,0.11959222202,0.0,0.0,0.0
2017-03-31 20:57:24.797386882,1490993844797386882,27.5154459995,15.6778662721,0.11709457165,0.0,0.0,0.0
2017-03-31 20:57:24.839087288,1490993844839087288,27.5147096243,15.8307847946,0.115529946331,0.0,0.0,0.0
2017-03-31 20:57:24.880676409,1490993844880676409,27.5088775504,15.982835292,0.114696792921,0.0,0.0,0.0
2017-03-31 20:57:24.922394307,1490993844922394307,27.5013611639,16.1348606141,0.113097240271,0.0,0.0,0.0
2017-03-31 20:57:24.964136167,1490993844964136167,27.4854798371,16.2844794295,0.107664154793,0.0,0.0,0.0
2017-03-31 20:57:25.005637647,1490993845005637647,27.4696899681,16.4332366159,0.102262357522,0.0,0.0,0.0
2017-03-31 20:57:25.047390962,1490993845047390962,27.4496917388,16.5652967446,0.0982358879379,0.0,0.0,0.0
2017-03-31 20:57:25.089047122,1490993845089047122,27.4284987097,16.6917365116,0.0946438491034,0.0,0.0,0.0
2017-03-31 20:57:25.130687993,1490993845130687993,27.4073133649,16.818130433,0.0910531127,0.0,0.0,0.0
2017-03-31 20:57:25.172461938,1490993845172461938,27.3642657833,16.9914280647,0.0855968231757,0.0,0.0,0.0
2017-03-31 20:57:25.213974610,1490993845213974610,27.3211631613,17.1643339851,0.0801470663717,0.0,0.0,0.0
2017-03-31 20:57:25.255722138,1490993845255722138,27.2716885805,17.30547976,0.0779870241885,0.0,0.0,0.0
2017-03-31 20:57:25.297364940,1490993845297364940,27.2221698398,17.4453702026,0.075923743325,0.0,0.0,0.0
2017-03-31 20:57:25.338989760,1490993845338989760,27.1676747536,17.5845108351,0.0729069984327,0.0,0.0,0.0
2017-03-31 20:57:25.380704755,1490993845380704755,27.1089985078,17.723392021,0.0691078170537,0.0,0.0,0.0
2017-03-31 20:57:25.422395230,1490993845422395230,27.0488601772,17.8610534377,0.0656229868695,0.0,0.0,0.0
2017-03-31 20:57:25.464062051,1490993845464062051,26.9820100334,17.9935080704,0.0635468954486,0.0,0.0,0.0
2017-03-31 20:57:25.505632853,1490993845505632853,26.9153139119,18.1256575287,0.0614755873252,0.0,0.0,0.0
2017-03-31 20:57:25.547289711,1490993845547289711,26.8520645017,18.2345326249,0.061,0.0,0.0,0.0
2017-03-31 20:57:25.588997617,1490993845588997617,26.7898041857,18.336533568,0.061,0.0,0.0,0.0
2017-03-31 20:57:25.630674238,1490993845630674238,26.727590874,18.4384575043,0.061,0.0,0.0,0.0
2017-03-31 20:57:25.672324322,1490993845672324322,26.6238994635,18.584823593,0.0563852099903,0.0,0.0,0.0
2017-03-31 20:57:25.713974962,1490993845713974962,26.5063111429,18.7460875754,0.0502258217724,0.0,0.0,0.0
2017-03-31 20:57:25.755623576,1490993845755623576,26.4063751545,18.8616388315,0.0471147675929,0.0,0.0,0.0
2017-03-31 20:57:25.799727031,1490993845799727031,26.3012601266,18.982158648,0.0439431934736,0.0,0.0,0.0
2017-03-31 20:57:25.839097277,1490993845839097277,26.2030482228,19.0828595341,0.0390770443058,0.0,0.0,0.0
2017-03-31 20:57:25.880688172,1490993845880688172,26.0969866221,19.1856067099,0.0328624973861,0.0,0.0,0.0
2017-03-31 20:57:25.922314914,1490993845922314914,25.989976585,19.2863139171,0.0263218938063,0.0,0.0,0.0
2017-03-31 20:57:25.963988440,1490993845963988440,25.8797756761,19.3794985092,0.0186240361977,0.0,0.0,0.0
2017-03-31 20:57:26.005659399,1490993846005659399,25.7695815368,19.472677377,0.0109266514682,0.0,0.0,0.0
