index,timestamp,lat,long,alt
2017-03-31 20:19:19.171240240,1490991559171240240,37.4270174262,-122.075336548,-33.5236385954
2017-03-31 20:19:19.212914555,1490991559212914555,37.4270174259,-122.075336548,-33.5233041195
2017-03-31 20:19:19.254554527,1490991559254554527,37.4270174255,-122.075336549,-33.5228633946
2017-03-31 20:19:19.296289254,1490991559296289254,37.4270174252,-122.07533655,-33.5224216698
2017-03-31 20:19:19.337883031,1490991559337883031,37.4270174248,-122.075336551,-33.5219814353
2017-03-31 20:19:19.379641724,1490991559379641724,37.4270174245,-122.075336551,-33.5215394586
2017-03-31 20:19:19.421454222,1490991559421454222,37.4270174241,-122.075336552,-33.5210969074
2017-03-31 20:19:19.462897985,1490991559462897985,37.4270174237,-122.075336553,-33.5206582634
2017-03-31 20:19:19.504635633,1490991559504635633,37.4270174224,-122.075336551,-33.5212590409
2017-03-31 20:19:19.546344438,1490991559546344438,37.4270174202,-122.075336547,-33.5226479237
2017-03-31 20:19:19.588018040,1490991559588018040,37.427017418,-122.075336543,-33.5240356301
2017-03-31 20:19:19.629627804,1490991559629627804,37.4270174159,-122.075336539,-33.5254212224
2017-03-31 20:19:19.671271093,1490991559671271093,37.4270174137,-122.075336535,-33.5268079229
2017-03-31 20:19:19.712932681,1490991559712932681,37.4270174115,-122.075336531,-33.5281952286
2017-03-31 20:19:19.754734605,1490991559754734605,37.4270174094,-122.075336527,-33.5295872144
2017-03-31 20:19:19.796324106,1490991559796324106,37.4270174075,-122.075336523,-33.5305199289
2017-03-31 20:19:19.837936067,1490991559837936067,37.4270174059,-122.075336518,-33.5307148322
2017-03-31 20:19:19.879605424,1490991559879605424,37.4270174044,-122.075336512,-33.5309100041
2017-03-31 20:19:19.921365316,1490991559921365316,37.4270174089,-122.075336512,-33.5306772659
2017-03-31 20:19:19.962917207,1490991559962917207,37.4270174135,-122.075336512,-33.530437313
2017-03-31 20:19:20.004558348,1490991560004558348,37.4270174159,-122.075336513,-33.5304952963
2017-03-31 20:19:20.046353878,1490991560046353878,37.4270174165,-122.075336516,-33.5307901107
2017-03-31 20:19:20.087920765,1490991560087920765,37.4270174169,-122.075336519,-33.5309452212
2017-03-31 20:19:20.129770861,1490991560129770861,37.4270174156,-122.075336521,-33.5303764587
2017-03-31 20:19:20.171417287,1490991560171417287,37.4270174144,-122.075336524,-33.529810462
2017-03-31 20:19:20.213050096,1490991560213050096,37.4270174159,-122.075336522,-33.5298838855
2017-03-31 20:19:20.254590348,1490991560254590348,37.4270174183,-122.075336518,-33.5301494155
2017-03-31 20:19:20.296277094,1490991560296277094,37.4270174193,-122.075336516,-33.5301835731
2017-03-31 20:19:20.337890170,1490991560337890170,37.4270174176,-122.075336518,-33.5297736343
2017-03-31 20:19:20.379548215,1490991560379548215,37.4270174159,-122.075336521,-33.5293632518
2017-03-31 20:19:20.423690929,1490991560423690929,37.427017413,-122.075336517,-33.5292019707
2017-03-31 20:19:20.463019896,1490991560463019896,37.4270174104,-122.075336513,-33.5290658364
2017-03-31 20:19:20.504651852,1490991560504651852,37.4270174093,-122.075336512,-33.5288474148
2017-03-31 20:19:20.546414961,1490991560546414961,37.4270174096,-122.075336514,-33.5285729969
2017-03-31 20:19:20.587903253,1490991560587903253,37.4270174099,-122.075336515,-33.5283003839
2017-03-31 20:19:20.632014475,1490991560632014475,37.4270174103,-122.075336516,-33.5280105359
2017-03-31 20:19:20.671301089,1490991560671301089,37.4270174105,-122.075336518,-33.5277523909
2017-03-31 20:19:20.713023994,1490991560713023994,37.4270174108,-122.075336519,-33.5274782371
2017-03-31 20:19:20.754718473,1490991560754718473,37.4270174111,-122.07533652,-33.5272042701
2017-03-31 20:19:20.796330451,1490991560796330451,37.4270174114,-122.075336522,-33.5269308446
2017-03-31 20:19:20.840342011,1490991560840342011,37.4270174118,-122.075336523,-33.5266416526
2017-03-31 20:19:20.879645990,1490991560879645990,37.427017412,-122.075336524,-33.5263833932
2017-03-31 20:19:20.921273449,1490991560921273449,37.4270174149,-122.075336521,-33.5265031223
2017-03-31 20:19:20.962941486,1490991560962941486,37.4270174179,-122.075336518,-33.5266347875
2017-03-31 20:19:21.004600178,1490991561004600178,37.4270174192,-122.075336518,-33.5269538198
2017-03-31 20:19:21.048607471,1490991561048607471,37.4270174193,-122.075336522,-33.5274447727
2017-03-31 20:19:21.087918713,1490991561087918713,37.4270174189,-122.075336524,-33.5276820726
2017-03-31 20:19:21.129659180,1490991561129659180,37.4270174163,-122.075336524,-33.5269166707
2017-03-31 20:19:21.171293556,1490991561171293556,37.4270174137,-122.075336524,-33.526153217
2017-03-31 20:19:21.212983588,1490991561212983588,37.4270174164,-122.075336526,-33.5260138669
2017-03-31 20:19:21.257128417,1490991561257128417,37.4270174208,-122.075336528,-33.5260399705
2017-03-31 20:19:21.296312663,1490991561296312663,37.427017421,-122.075336529,-33.5259165887
2017-03-31 20:19:21.338024235,1490991561338024235,37.4270174147,-122.075336525,-33.525518024
2017-03-31 20:19:21.379558239,1490991561379558239,37.4270174083,-122.075336521,-33.525121157
2017-03-31 20:19:21.421278883,1490991561421278883,37.4270174099,-122.075336522,-33.5247744952
2017-03-31 20:19:21.465357513,1490991561465357513,37.4270174119,-122.075336522,-33.5244098183
2017-03-31 20:19:21.504642986,1490991561504642986,37.4270174137,-122.075336524,-33.5244505684
2017-03-31 20:19:21.546220544,1490991561546220544,37.4270174156,-122.075336527,-33.5247402527
2017-03-31 20:19:21.587875313,1490991561587875313,37.4270174176,-122.07533653,-33.5250304756
2017-03-31 20:19:21.629583115,1490991561629583115,37.4270174207,-122.075336528,-33.525078791
2017-03-31 20:19:21.673722231,1490991561673722231,37.427017425,-122.075336524,-33.5249429632
2017-03-31 20:19:21.712948819,1490991561712948819,37.4270174216,-122.075336528,-33.5252809907
2017-03-31 20:19:21.754641474,1490991561754641474,37.4270174167,-122.075336534,-33.5257241344
2017-03-31 20:19:21.796339289,1490991561796339289,37.4270174143,-122.075336538,-33.5256334393
2017-03-31 20:19:21.837986205,1490991561837986205,37.4270174157,-122.075336537,-33.5247658971
2017-03-31 20:19:21.879585443,1490991561879585443,37.4270174172,-122.075336537,-33.5238993521
2017-03-31 20:19:21.921292896,1490991561921292896,37.4270174186,-122.075336537,-33.5230305567
2017-03-31 20:19:21.963042436,1490991561963042436,37.42701742,-122.075336537,-33.5221608761
2017-03-31 20:19:22.004555002,1490991562004555002,37.4270174206,-122.075336536,-33.5214209698
2017-03-31 20:19:22.046403828,1490991562046403828,37.4270174207,-122.075336535,-33.5207632114
2017-03-31 20:19:22.088000728,1490991562088000728,37.4270174208,-122.075336533,-33.5201094124
2017-03-31 20:19:22.129683870,1490991562129683870,37.4270174209,-122.075336532,-33.5194542574
2017-03-31 20:19:22.171434152,1490991562171434152,37.4270174209,-122.07533653,-33.5187980482
2017-03-31 20:19:22.212931038,1490991562212931038,37.4270174213,-122.075336529,-33.5186823213
2017-03-31 20:19:22.254550618,1490991562254550618,37.4270174216,-122.075336528,-33.5187034479
2017-03-31 20:19:22.296289677,1490991562296289677,37.4270174221,-122.075336529,-33.5186048215
2017-03-31 20:19:22.337930570,1490991562337930570,37.4270174227,-122.075336532,-33.5183044941
2017-03-31 20:19:22.379593215,1490991562379593215,37.4270174232,-122.075336536,-33.5180040079
2017-03-31 20:19:22.421258338,1490991562421258338,37.4270174245,-122.075336538,-33.5185666093
2017-03-31 20:19:22.462910546,1490991562462910546,37.4270174257,-122.07533654,-33.5191306101
2017-03-31 20:19:22.504545838,1490991562504545838,37.427017426,-122.075336542,-33.5195236911
2017-03-31 20:19:22.546284108,1490991562546284108,37.4270174258,-122.075336544,-33.5198034995
2017-03-31 20:19:22.587950489,1490991562587950489,37.4270174255,-122.075336547,-33.5200828274
2017-03-31 20:19:22.629566156,1490991562629566156,37.4270174232,-122.075336545,-33.5198537141
2017-03-31 20:19:22.671252847,1490991562671252847,37.4270174196,-122.075336541,-33.5192916934
2017-03-31 20:19:22.713020453,1490991562713020453,37.42701742,-122.07533654,-33.5182604991
2017-03-31 20:19:22.754784747,1490991562754784747,37.4270174212,-122.075336539,-33.5171341025
2017-03-31 20:19:22.796284019,1490991562796284019,37.4270174222,-122.075336539,-33.5163693936
2017-03-31 20:19:22.837964441,1490991562837964441,37.4270174228,-122.075336539,-33.5160659379
2017-03-31 20:19:22.879618145,1490991562879618145,37.4270174235,-122.075336539,-33.5157626797
2017-03-31 20:19:22.921322758,1490991562921322758,37.4270174241,-122.075336539,-33.5154590488
2017-03-31 20:19:22.962961182,1490991562962961182,37.4270174247,-122.075336539,-33.5151559006
2017-03-31 20:19:23.004575931,1490991563004575931,37.4270174251,-122.07533654,-33.5153827458
2017-03-31 20:19:23.046287026,1490991563046287026,37.4270174254,-122.075336542,-33.5159437118
2017-03-31 20:19:23.087915633,1490991563087915633,37.4270174259,-122.075336544,-33.5163928618
2017-03-31 20:19:23.129557005,1490991563129557005,37.4270174275,-122.075336547,-33.5164418134
2017-03-31 20:19:23.171334958,1490991563171334958,37.427017429,-122.07533655,-33.5164909254
2017-03-31 20:19:23.213095989,1490991563213095989,37.4270174273,-122.075336552,-33.5166185852
2017-03-31 20:19:23.254716486,1490991563254716486,37.4270174249,-122.075336554,-33.5167629033
2017-03-31 20:19:23.296302263,1490991563296302263,37.4270174234,-122.075336555,-33.5166933004
2017-03-31 20:19:23.338041313,1490991563338041313,37.4270174234,-122.075336555,-33.5163017161
2017-03-31 20:19:23.379585877,1490991563379585877,37.4270174234,-122.075336554,-33.515911957
2017-03-31 20:19:23.421338072,1490991563421338072,37.4270174233,-122.075336554,-33.5155202477
2017-03-31 20:19:23.462965536,1490991563462965536,37.4270174233,-122.075336554,-33.5151297104
2017-03-31 20:19:23.504596665,1490991563504596665,37.4270174233,-122.075336553,-33.5147391372
2017-03-31 20:19:23.546306166,1490991563546306166,37.4270174233,-122.075336553,-33.5143478314
2017-03-31 20:19:23.587943474,1490991563587943474,37.4270174233,-122.075336552,-33.5139572005
2017-03-31 20:19:23.632039910,1490991563632039910,37.4270174233,-122.075336552,-33.5135434986
2017-03-31 20:19:23.671305980,1490991563671305980,37.4270174232,-122.075336552,-33.5131751148
2017-03-31 20:19:23.713068420,1490991563713068420,37.4270174232,-122.075336551,-33.5127833095
2017-03-31 20:19:23.754648428,1490991563754648428,37.4270174232,-122.075336551,-33.512393219
2017-03-31 20:19:23.796322407,1490991563796322407,37.4270174238,-122.075336552,-33.512210788
2017-03-31 20:19:23.840346025,1490991563840346025,37.4270174255,-122.075336555,-33.51233045
2017-03-31 20:19:23.879572898,1490991563879572898,37.4270174269,-122.075336558,-33.5124393224
2017-03-31 20:19:23.921238515,1490991563921238515,37.4270174288,-122.075336555,-33.512713126
2017-03-31 20:19:23.963000463,1490991563963000463,37.4270174308,-122.075336552,-33.5129875639
2017-03-31 20:19:24.004643646,1490991564004643646,37.4270174327,-122.075336553,-33.5129243746
2017-03-31 20:19:24.048729210,1490991564048729210,37.4270174348,-122.075336556,-33.5126131452
2017-03-31 20:19:24.087985457,1490991564087985457,37.4270174368,-122.075336558,-33.5124042655
2017-03-31 20:19:24.129644573,1490991564129644573,37.4270174392,-122.075336561,-33.5124193014
2017-03-31 20:19:24.171257428,1490991564171257428,37.4270174416,-122.075336564,-33.5124343206
2017-03-31 20:19:24.212881735,1490991564212881735,37.427017442,-122.075336566,-33.512022498
2017-03-31 20:19:24.257097463,1490991564257097463,37.4270174419,-122.075336567,-33.5114870596
2017-03-31 20:19:24.296286600,1490991564296286600,37.4270174417,-122.075336565,-33.5112691146
2017-03-31 20:19:24.337980430,1490991564337980430,37.4270174414,-122.075336559,-33.5114035038
2017-03-31 20:19:24.379558436,1490991564379558436,37.4270174411,-122.075336553,-33.5115362107
2017-03-31 20:19:24.421253083,1490991564421253083,37.4270174368,-122.075336557,-33.5110613323
2017-03-31 20:19:24.465358468,1490991564465358468,37.4270174322,-122.07533656,-33.5105589968
2017-03-31 20:19:24.504606925,1490991564504606925,37.4270174334,-122.075336561,-33.5103285373
2017-03-31 20:19:24.546271306,1490991564546271306,37.4270174377,-122.075336562,-33.5102106913
2017-03-31 20:19:24.587885358,1490991564587885358,37.4270174421,-122.075336562,-33.5100929872
2017-03-31 20:19:24.629579364,1490991564629579364,37.4270174464,-122.075336562,-33.5099750572
2017-03-31 20:19:24.676509575,1490991564676509575,37.4270174513,-122.075336563,-33.509842316
2017-03-31 20:19:24.712885703,1490991564712885703,37.4270174505,-122.075336562,-33.5095584596
2017-03-31 20:19:24.754575050,1490991564754575050,37.4270174493,-122.075336562,-33.5092198498
2017-03-31 20:19:24.796241809,1490991564796241809,37.4270174481,-122.075336562,-33.5088814229
2017-03-31 20:19:24.837895082,1490991564837895082,37.4270174469,-122.075336562,-33.5085431063
2017-03-31 20:19:24.882138105,1490991564882138105,37.4270174456,-122.075336562,-33.5081837556
2017-03-31 20:19:24.921225729,1490991564921225729,37.4270174444,-122.075336562,-33.5078662776
2017-03-31 20:19:24.962886986,1490991564962886986,37.4270174432,-122.075336562,-33.5075278965
2017-03-31 20:19:25.004547340,1490991565004547340,37.4270174439,-122.075336561,-33.5074450615
2017-03-31 20:19:25.046237577,1490991565046237577,37.4270174458,-122.075336561,-33.5075363151
2017-03-31 20:19:25.090284226,1490991565090284226,37.4270174478,-122.07533656,-33.507632726
2017-03-31 20:19:25.129644614,1490991565129644614,37.4270174496,-122.07533656,-33.5077188793
2017-03-31 20:19:25.171332805,1490991565171332805,37.4270174515,-122.075336559,-33.5078101283
2017-03-31 20:19:25.212888726,1490991565212888726,37.4270174534,-122.075336559,-33.5079010877
2017-03-31 20:19:25.254559777,1490991565254559777,37.4270174553,-122.075336558,-33.5079922986
2017-03-31 20:19:25.298614452,1490991565298614452,37.4270174544,-122.075336559,-33.5081630923
2017-03-31 20:19:25.338019915,1490991565338019915,37.42701745,-122.07533656,-33.5084107456
2017-03-31 20:19:25.379556544,1490991565379556544,37.4270174454,-122.075336561,-33.5086707933
2017-03-31 20:19:25.421275149,1490991565421275149,37.4270174463,-122.075336562,-33.5085703328
2017-03-31 20:19:25.463088560,1490991565463088560,37.4270174473,-122.075336563,-33.5084696436
2017-03-31 20:19:25.507013073,1490991565507013073,37.4270174478,-122.075336561,-33.5076476613
2017-03-31 20:19:25.546505938,1490991565546505938,37.4270174479,-122.075336558,-33.5065324801
2017-03-31 20:19:25.587971098,1490991565587971098,37.427017448,-122.075336555,-33.5053616082
2017-03-31 20:19:25.629645003,1490991565629645003,37.4270174461,-122.075336554,-33.5055167511
2017-03-31 20:19:25.671282029,1490991565671282029,37.4270174429,-122.075336557,-33.5065986727
2017-03-31 20:19:25.715368662,1490991565715368662,37.4270174453,-122.075336559,-33.5057698439
2017-03-31 20:19:25.754668285,1490991565754668285,37.4270174487,-122.075336561,-33.5046560609
2017-03-31 20:19:25.796229311,1490991565796229311,37.4270174519,-122.075336561,-33.5042095405
2017-03-31 20:19:25.838082871,1490991565838082871,37.4270174549,-122.075336561,-33.5047904568
2017-03-31 20:19:25.879597802,1490991565879597802,37.4270174579,-122.07533656,-33.5053666758
2017-03-31 20:19:25.923783855,1490991565923783855,37.4270174611,-122.07533656,-33.505979969
2017-03-31 20:19:25.962965163,1490991565962965163,37.4270174639,-122.075336559,-33.5065237968
2017-03-31 20:19:26.004584331,1490991566004584331,37.4270174642,-122.075336559,-33.5065819649
2017-03-31 20:19:26.046276446,1490991566046276446,37.4270174628,-122.075336558,-33.5062943372
2017-03-31 20:19:26.087924057,1490991566087924057,37.4270174614,-122.075336557,-33.5060070151
2017-03-31 20:19:26.129567523,1490991566129567523,37.4270174599,-122.075336556,-33.5057197213
2017-03-31 20:19:26.171306066,1490991566171306066,37.4270174585,-122.075336555,-33.5054317722
2017-03-31 20:19:26.212959031,1490991566212959031,37.4270174571,-122.075336554,-33.505144413
2017-03-31 20:19:26.254592217,1490991566254592217,37.4270174557,-122.075336553,-33.5048571898
2017-03-31 20:19:26.296245460,1490991566296245460,37.4270174559,-122.075336553,-33.5044703577
2017-03-31 20:19:26.338008993,1490991566338008993,37.4270174587,-122.075336555,-33.5039128348
2017-03-31 20:19:26.379593797,1490991566379593797,37.4270174616,-122.075336557,-33.5033577008
2017-03-31 20:19:26.421407924,1490991566421407924,37.4270174593,-122.075336552,-33.5035762867
2017-03-31 20:19:26.463039598,1490991566463039598,37.427017457,-122.075336548,-33.5037994298
2017-03-31 20:19:26.504544389,1490991566504544389,37.4270174589,-122.075336549,-33.5036124989
2017-03-31 20:19:26.546293607,1490991566546293607,37.4270174636,-122.075336552,-33.5031360092
2017-03-31 20:19:26.587975195,1490991566587975195,37.4270174682,-122.075336556,-33.5026602879
2017-03-31 20:19:26.629621594,1490991566629621594,37.427017468,-122.075336557,-33.5031292087
2017-03-31 20:19:26.671319708,1490991566671319708,37.4270174642,-122.075336557,-33.5042800853
2017-03-31 20:19:26.713001986,1490991566713001986,37.4270174674,-122.075336555,-33.5044410499
2017-03-31 20:19:26.754557197,1490991566754557197,37.4270174723,-122.075336554,-33.5043664754
2017-03-31 20:19:26.796305701,1490991566796305701,37.4270174761,-122.075336551,-33.5041809468
2017-03-31 20:19:26.838003371,1490991566838003371,37.4270174783,-122.075336546,-33.5038433786
2017-03-31 20:19:26.879604593,1490991566879604593,37.4270174806,-122.07533654,-33.5035065937
2017-03-31 20:19:26.921339963,1490991566921339963,37.4270174908,-122.075336528,-33.50266316
2017-03-31 20:19:26.962976317,1490991566962976317,37.4270175019,-122.075336515,-33.5017660696
2017-03-31 20:19:27.004567192,1490991567004567192,37.4270175196,-122.075336498,-33.5016466061
2017-03-31 20:19:27.046359288,1490991567046359288,37.4270175419,-122.075336478,-33.5020436131
2017-03-31 20:19:27.087978734,1490991567087978734,37.4270175652,-122.075336457,-33.5023697049
2017-03-31 20:19:27.129667398,1490991567129667398,37.4270175929,-122.075336429,-33.5024301249
2017-03-31 20:19:27.171352643,1490991567171352643,37.4270176206,-122.075336402,-33.50249054
2017-03-31 20:19:27.212885444,1490991567212885444,37.4270176472,-122.075336374,-33.5024901896
2017-03-31 20:19:27.254545545,1490991567254545545,37.4270176735,-122.075336346,-33.5024755147
2017-03-31 20:19:27.296354827,1490991567296354827,37.4270176966,-122.075336323,-33.5027490209
2017-03-31 20:19:27.337947422,1490991567337947422,37.4270177143,-122.07533631,-33.5034758489
2017-03-31 20:19:27.379592052,1490991567379592052,37.4270177318,-122.075336298,-33.504193657
2017-03-31 20:19:27.421319184,1490991567421319184,37.4270177233,-122.075336304,-33.5040424072
2017-03-31 20:19:27.462992212,1490991567462992212,37.4270177148,-122.075336311,-33.5038913541
2017-03-31 20:19:27.504552077,1490991567504552077,37.4270177063,-122.075336318,-33.5037407103
2017-03-31 20:19:27.546325452,1490991567546325452,37.4270176978,-122.075336325,-33.5035892934
2017-03-31 20:19:27.587966234,1490991567587966234,37.4270176894,-122.075336332,-33.5034383573
2017-03-31 20:19:27.629639875,1490991567629639875,37.4270176656,-122.075336357,-33.5028678706
2017-03-31 20:19:27.673610977,1490991567673610977,37.4270176314,-122.075336395,-33.5020198455
2017-03-31 20:19:27.712926180,1490991567712926180,37.4270176088,-122.075336419,-33.5015535768
2017-03-31 20:19:27.754582479,1490991567754582479,37.427017586,-122.075336443,-33.5011064455
2017-03-31 20:19:27.796251935,1490991567796251935,37.4270175687,-122.07533646,-33.5007429971
2017-03-31 20:19:27.837964296,1490991567837964296,37.427017559,-122.075336468,-33.5004943144
2017-03-31 20:19:27.882018878,1490991567882018878,37.4270175502,-122.075336474,-33.5002402762
2017-03-31 20:19:27.921336567,1490991567921336567,37.4270175572,-122.07533647,-33.5001033446
2017-03-31 20:19:27.963048461,1490991567963048461,37.4270175645,-122.075336466,-33.4999580751
2017-03-31 20:19:28.004609798,1490991568004609798,37.4270175749,-122.075336453,-33.4995111121
2017-03-31 20:19:28.046299967,1490991568046299967,37.4270175873,-122.075336435,-33.4988655804
2017-03-31 20:19:28.090286029,1490991568090286029,37.4270176028,-122.075336417,-33.4984828611
2017-03-31 20:19:28.129600372,1490991568129600372,37.4270176235,-122.075336401,-33.4989508216
2017-03-31 20:19:28.171341443,1490991568171341443,37.4270176454,-122.075336384,-33.4994476725
2017-03-31 20:19:28.212898394,1490991568212898394,37.4270176569,-122.075336372,-33.4996221832
2017-03-31 20:19:28.254696023,1490991568254696023,37.427017666,-122.075336361,-33.4997213534
2017-03-31 20:19:28.298718529,1490991568298718529,37.427017674,-122.075336355,-33.4996317828
2017-03-31 20:19:28.337937303,1490991568337937303,37.4270176792,-122.075336354,-33.4993148763
2017-03-31 20:19:28.379642582,1490991568379642582,37.4270176846,-122.075336353,-33.4989822405
2017-03-31 20:19:28.421261086,1490991568421261086,37.4270176793,-122.075336359,-33.4989270541
