timestamp,lat,long,alt
1490992115784396099,37.4266695894,-122.076078753,-32.5820505939
1490992115885282726,37.426669586,-122.07607875,-32.580281303
1490992115985128635,37.4266695957,-122.076078751,-32.5798339664
1490992116085031218,37.4266695907,-122.076078755,-32.5804452942
1490992116184967433,37.4266695991,-122.076078757,-32.5812406232
1490992116286345003,37.426669598,-122.076078748,-32.5778489367
1490992116611459233,37.426669594,-122.076078758,-32.5798739512
1490992116697283602,37.4266695906,-122.076078751,-32.5848119204
1490992116785207377,37.4266695891,-122.076078747,-32.5833328238
1490992116923091618,37.4266695964,-122.076078753,-32.5828668235
1490992117085373758,37.4266696021,-122.076078742,-32.5791465963
1490992117185774283,37.4266696003,-122.07607875,-32.5811739467
1490992117286672274,37.426669607,-122.076078759,-32.5824324144
1490992117385501068,37.4266696028,-122.076078757,-32.5824202594
1490992117485439994,37.4266695908,-122.076078763,-32.5811411367
1490992117611207408,37.4266695838,-122.076078774,-32.578808573
1490992117696150535,37.4266695829,-122.076078777,-32.5817324518
1490992117784023456,37.4266695955,-122.076078773,-32.5826577864
1490992117884926318,37.426669594,-122.076078765,-32.5832142631
1490992117984832213,37.4266695937,-122.076078774,-32.5828656195
1490992118084773327,37.4266695858,-122.076078775,-32.5819806321
1490992118184629547,37.4266695911,-122.076078771,-32.5815797651
1490992118286553536,37.4266695921,-122.076078774,-32.5802026257
1490992118610218136,37.4266695947,-122.07607878,-32.5800637389
1490992118689124996,37.4266695799,-122.076078762,-32.5817864654
1490992118784017411,37.4266695797,-122.076078758,-32.578806635
1490992118923452099,37.4266695778,-122.076078759,-32.5786093878
1490992119084715569,37.4266695881,-122.076078763,-32.5787723369
1490992119184619016,37.4266695812,-122.07607877,-32.5783896131
1490992119285572345,37.4266695817,-122.076078774,-32.5793327458
1490992119384452964,37.4266695791,-122.076078781,-32.57636125
1490992119484248227,37.4266695895,-122.076078784,-32.576315583
1490992119610072697,37.4266695764,-122.076078788,-32.5781561573
1490992119694009106,37.4266695913,-122.076078758,-32.5825465814
1490992119781866186,37.4266696012,-122.07607875,-32.5805450245
1490992119884784667,37.4266696079,-122.07607875,-32.5787684227
1490992119984670376,37.4266696019,-122.076078754,-32.5787284895
1490992120084540355,37.4266695992,-122.076078752,-32.57825012
1490992120184465877,37.4266696102,-122.076078757,-32.5788720414
1490992120285333020,37.4266696011,-122.076078758,-32.575694152
1490992120385225279,37.4266695989,-122.076078761,-32.5773563653
1490992120485100504,37.4266696013,-122.076078762,-32.5781023426
1490992120689887202,37.4266695836,-122.076078757,-32.5801922506
1490992120784294606,37.4266695874,-122.076078764,-32.5782333341
1490992120923694293,37.4266695903,-122.076078761,-32.5769456673
1490992120985540751,37.4266695833,-122.076078769,-32.5754187535
1490992121185320238,37.4266695823,-122.076078763,-32.5734742465
1490992121285732898,37.4266695869,-122.076078775,-32.5754387487
1490992121385109924,37.4266695757,-122.076078776,-32.5748455148
1490992121484973238,37.4266695809,-122.076078772,-32.5732534825
1490992121610838493,37.4266695864,-122.076078786,-32.5751577845
1490992121695805583,37.4266695804,-122.076078762,-32.5807087196
1490992121784682603,37.4266695905,-122.07607877,-32.582551038
1490992121885591305,37.4266695858,-122.076078773,-32.5805775306
1490992122185320839,37.4266695798,-122.07607878,-32.5768083639
1490992122285094259,37.4266695971,-122.076078776,-32.5755807111
