timestamp,lat,long,alt
1490991889606031714,37.426590317,-122.075725463,-32.8727281443
1490991889679902286,37.4265911741,-122.075724519,-32.8811516763
1490991890093576192,37.4265957942,-122.0757196,-32.9061778026
1490991890606938687,37.4266044038,-122.075710845,-32.9059146135
1490991890980469113,37.4266134546,-122.075701492,-32.9225700097
1490991891606922929,37.4266318047,-122.075684226,-32.9639646186
1490991892094382717,37.4266499802,-122.075667582,-33.0203269828
1490991892606902965,37.4266699098,-122.075649639,-33.0735475372
1490991893607650775,37.4267134267,-122.075611197,-33.1146242859
1490991894094315680,37.4267364259,-122.075590679,-33.1293746784
1490991894606678567,37.4267602881,-122.075569793,-33.1585306471
1490991895606610277,37.4268095847,-122.075526381,-33.1791026591
1490991896108085314,37.4268346341,-122.075504537,-33.2321814508
1490991896605528725,37.4268594153,-122.075482256,-33.2452353442
1490991897080988370,37.4268839471,-122.075460182,-33.3489554401
1490991897605483143,37.4269083518,-122.075438066,-33.3626825579
