timestamp,lat,long,alt
1490991790081335256,37.4260022762,-122.076328674,-31.5663447171
1490991790181202556,37.4260075098,-122.076324157,-31.5540532052
1490991790282068914,37.4260128459,-122.076319557,-31.5391974035
1490991790380946962,37.4260181914,-122.0763149,-31.5285172494
1490991790480860227,37.4260236057,-122.076310151,-31.5157416988
1490991790604693455,37.4260290342,-122.076305322,-31.5081385267
1490991790899484340,37.4260456084,-122.076290334,-31.4722412837
1490991791082221101,37.4260568392,-122.07627992,-31.4507007818
1490991791181644391,37.4260624596,-122.076274536,-31.4426091512
1490991791282477214,37.4260681797,-122.076269136,-31.4287360479
1490991791381833358,37.42607393,-122.076263816,-31.4201514782
1490991791481660512,37.4260797124,-122.076258449,-31.4212387051
1490991791681488963,37.4260912862,-122.076247133,-31.4607898847
1490991791781361050,37.426097153,-122.076241661,-31.4494903506
1490991792181843540,37.4261201468,-122.076219633,-31.4366050728
1490991792282267326,37.4261258834,-122.076214145,-31.430658347
1490991792381644790,37.4261316082,-122.076208644,-31.4216619285
1490991792481548713,37.4261372925,-122.076203081,-31.4133653735
1490991792607371627,37.4261429645,-122.076197549,-31.4059752847
1490991792681326177,37.4261486209,-122.076192082,-31.3985513407
1490991792781194448,37.4261542226,-122.07618661,-31.3945670067
1490991792896096505,37.4261597635,-122.076181169,-31.3922709132
1490991792981934768,37.4261652786,-122.076175741,-31.3931456758
1490991793082840590,37.426170777,-122.076170383,-31.3891650293
1490991793182200578,37.4261762195,-122.076165028,-31.3840210559
