timestamp,tx,ty,tz,rx,ry,rz
1490991790101237164,-8.504,-83.834,1.451,0.0,0.0,0.0
1490991790195075224,-8.111,-83.25,1.463,0.0,0.0,0.0
1490991790295017486,-7.708,-82.656,1.479,0.0,0.0,0.0
1490991790394869611,-7.3,-82.058,1.488,0.0,0.0,0.0
1490991790494819461,-6.886,-81.454,1.498,0.0,0.0,0.0
1490991790620638278,-6.463,-80.848,1.5,0.0,0.0,0.0
1490991790694619027,-6.032,-80.236,1.51,0.0,0.0,0.0
1490991790794506623,-5.595,-79.621,1.522,0.0,0.0,0.0
1490991790894390780,-5.15,-79.001,1.533,0.0,0.0,0.0
1490991790994224138,-4.698,-78.376,1.546,0.0,0.0,0.0
1490991791095300355,-4.237,-77.75,1.555,0.0,0.0,0.0
1490991791193649013,-3.765,-77.122,1.569,0.0,0.0,0.0
1490991791294564021,-3.29,-76.488,1.578,0.0,0.0,0.0
1490991791393868771,-2.82,-75.847,1.585,0.0,0.0,0.0
1490991791493259061,-2.346,-75.204,1.579,0.0,0.0,0.0
1490991791619657210,-1.86,-74.563,1.58,0.0,0.0,0.0
1490991791693577797,-1.368,-73.917,1.58,0.0,0.0,0.0
1490991791793517314,-0.887,-73.267,1.597,0.0,0.0,0.0
1490991791893329698,-0.403,-72.619,1.606,0.0,0.0,0.0
1490991791993219078,0.086,-71.983,1.606,0.0,0.0,0.0
1490991792102133450,0.576,-71.349,1.595,0.0,0.0,0.0
1490991792193531083,1.063,-70.711,1.59,0.0,0.0,0.0
1490991792293880949,1.549,-70.074,1.598,0.0,0.0,0.0
1490991792393810523,2.035,-69.439,1.608,0.0,0.0,0.0
1490991792493721346,2.526,-68.809,1.617,0.0,0.0,0.0
1490991792619576476,3.014,-68.18,1.625,0.0,0.0,0.0
1490991792693526388,3.5,-67.551,1.631,0.0,0.0,0.0
1490991792793497606,3.983,-66.93,1.632,0.0,0.0,0.0
1490991792894452604,4.463,-66.313,1.629,0.0,0.0,0.0
1490991792993166254,4.942,-65.7,1.629,0.0,0.0,0.0
1490991793095006679,5.416,-65.09,1.636,0.0,0.0,0.0
1490991793193484433,5.89,-64.487,1.642,0.0,0.0,0.0
1490991793293841988,6.357,-63.893,1.647,0.0,0.0,0.0
