timestamp,tx,ty,tz,rx,ry,rz
1490992759706539927,21.76,-74.235,2.418,0.0,0.0,0.0
1490992759805977086,21.761,-74.235,2.419,0.0,0.0,0.0
1490992759906324584,21.761,-74.234,2.421,0.0,0.0,0.0
1490992760005243204,21.761,-74.234,2.421,0.0,0.0,0.0
1490992760104598470,21.76,-74.234,2.423,0.0,0.0,0.0
1490992760204960524,21.76,-74.233,2.423,0.0,0.0,0.0
1490992760305859339,21.761,-74.233,2.424,0.0,0.0,0.0
1490992760401731273,21.76,-74.234,2.424,0.0,0.0,0.0
1490992760505134250,21.759,-74.234,2.424,0.0,0.0,0.0
1490992760631490863,21.76,-74.234,2.426,0.0,0.0,0.0
1490992760705483468,21.76,-74.233,2.427,0.0,0.0,0.0
1490992760804463351,21.76,-74.233,2.427,0.0,0.0,0.0
1490992760904271122,21.76,-74.232,2.426,0.0,0.0,0.0
1490992761018290887,21.76,-74.233,2.428,0.0,0.0,0.0
1490992761104064890,21.76,-74.232,2.429,0.0,0.0,0.0
1490992761204978864,21.76,-74.232,2.429,0.0,0.0,0.0
1490992761305857557,21.76,-74.232,2.429,0.0,0.0,0.0
1490992761404762087,21.759,-74.233,2.431,0.0,0.0,0.0
1490992761504676278,21.759,-74.232,2.433,0.0,0.0,0.0
1490992761630578491,21.76,-74.233,2.433,0.0,0.0,0.0
1490992761703454979,21.761,-74.235,2.419,0.0,0.0,0.0
1490992761802436415,21.762,-74.234,2.42,0.0,0.0,0.0
1490992761905240752,21.762,-74.234,2.418,0.0,0.0,0.0
1490992762006200014,21.76,-74.234,2.421,0.0,0.0,0.0
1490992762104993534,21.761,-74.234,2.419,0.0,0.0,0.0
1490992762205945242,21.76,-74.233,2.421,0.0,0.0,0.0
1490992762305815223,21.761,-74.233,2.421,0.0,0.0,0.0
1490992762405193584,21.76,-74.233,2.421,0.0,0.0,0.0
1490992762505563670,21.76,-74.234,2.422,0.0,0.0,0.0
1490992762631478652,21.76,-74.233,2.422,0.0,0.0,0.0
1490992762706052724,21.76,-74.234,2.424,0.0,0.0,0.0
1490992762805238835,21.759,-74.233,2.424,0.0,0.0,0.0
1490992762905145272,21.759,-74.234,2.424,0.0,0.0,0.0
1490992763016063168,21.76,-74.235,2.424,0.0,0.0,0.0
1490992763102906075,21.76,-74.234,2.426,0.0,0.0,0.0
1490992763205817893,21.759,-74.234,2.425,0.0,0.0,0.0
1490992763306728853,21.759,-74.234,2.426,0.0,0.0,0.0
1490992763405579932,21.758,-74.234,2.426,0.0,0.0,0.0
1490992763505510829,21.758,-74.233,2.426,0.0,0.0,0.0
1490992763631321376,21.758,-74.234,2.427,0.0,0.0,0.0
1490992763706248517,21.758,-74.233,2.426,0.0,0.0,0.0
1490992763805193288,21.76,-74.234,2.427,0.0,0.0,0.0
1490992763905503428,21.758,-74.233,2.426,0.0,0.0,0.0
1490992764005884006,21.758,-74.234,2.428,0.0,0.0,0.0
1490992764105324608,21.759,-74.234,2.429,0.0,0.0,0.0
1490992764205739446,21.758,-74.234,2.43,0.0,0.0,0.0
1490992764306554299,21.758,-74.235,2.431,0.0,0.0,0.0
1490992764402474821,21.758,-74.234,2.43,0.0,0.0,0.0
1490992764503425012,21.757,-74.234,2.429,0.0,0.0,0.0
1490992764631173409,21.757,-74.234,2.428,0.0,0.0,0.0
1490992764706102425,21.757,-74.235,2.431,0.0,0.0,0.0
1490992764805029178,21.758,-74.235,2.43,0.0,0.0,0.0
1490992764904344775,21.758,-74.234,2.43,0.0,0.0,0.0
1490992765016832359,21.758,-74.234,2.432,0.0,0.0,0.0
1490992765104658309,21.757,-74.233,2.433,0.0,0.0,0.0
1490992765205067484,21.757,-74.234,2.433,0.0,0.0,0.0
1490992765305401539,21.756,-74.234,2.432,0.0,0.0,0.0
1490992765405333992,21.756,-74.234,2.434,0.0,0.0,0.0
1490992765505217724,21.756,-74.235,2.432,0.0,0.0,0.0
1490992765631148534,21.756,-74.235,2.432,0.0,0.0,0.0
1490992765706050773,21.76,-74.231,2.42,0.0,0.0,0.0
1490992765802945034,21.76,-74.231,2.419,0.0,0.0,0.0
1490992765902775003,21.76,-74.232,2.42,0.0,0.0,0.0
1490992766005661074,21.759,-74.233,2.422,0.0,0.0,0.0
1490992766105582671,21.76,-74.232,2.42,0.0,0.0,0.0
1490992766205988089,21.759,-74.232,2.421,0.0,0.0,0.0
1490992766306324515,21.759,-74.232,2.421,0.0,0.0,0.0
1490992766405188671,21.76,-74.233,2.424,0.0,0.0,0.0
1490992766505125312,21.76,-74.233,2.423,0.0,0.0,0.0
1490992766630960848,21.759,-74.232,2.424,0.0,0.0,0.0
1490992766705863820,21.759,-74.232,2.426,0.0,0.0,0.0
1490992766804734843,21.76,-74.232,2.425,0.0,0.0,0.0
1490992766905686098,21.76,-74.232,2.424,0.0,0.0,0.0
1490992767017586705,21.759,-74.232,2.426,0.0,0.0,0.0
1490992767102400647,21.76,-74.232,2.426,0.0,0.0,0.0
1490992767202942173,21.759,-74.232,2.43,0.0,0.0,0.0
1490992767306281016,21.759,-74.231,2.428,0.0,0.0,0.0
1490992767405162575,21.759,-74.232,2.432,0.0,0.0,0.0
1490992767505100884,21.76,-74.232,2.431,0.0,0.0,0.0
1490992767631941637,21.759,-74.232,2.43,0.0,0.0,0.0
1490992767706814664,21.759,-74.232,2.43,0.0,0.0,0.0
1490992767805712719,21.76,-74.232,2.43,0.0,0.0,0.0
1490992767905644124,21.76,-74.231,2.429,0.0,0.0,0.0
1490992768005500711,21.759,-74.232,2.429,0.0,0.0,0.0
1490992768105390295,21.759,-74.232,2.432,0.0,0.0,0.0
1490992768206253618,21.759,-74.233,2.433,0.0,0.0,0.0
1490992768307125445,21.759,-74.232,2.433,0.0,0.0,0.0
1490992768405980903,21.76,-74.232,2.432,0.0,0.0,0.0
1490992768503892818,21.76,-74.232,2.431,0.0,0.0,0.0
1490992768629759780,21.758,-74.231,2.432,0.0,0.0,0.0
1490992768706668511,21.759,-74.233,2.432,0.0,0.0,0.0
1490992768805535608,21.76,-74.232,2.434,0.0,0.0,0.0
1490992768906437140,21.759,-74.233,2.435,0.0,0.0,0.0
1490992769020435803,21.759,-74.232,2.435,0.0,0.0,0.0
1490992769106204331,21.759,-74.232,2.437,0.0,0.0,0.0
1490992769206616773,21.759,-74.233,2.435,0.0,0.0,0.0
1490992769306983315,21.759,-74.232,2.432,0.0,0.0,0.0
1490992769405898048,21.759,-74.232,2.434,0.0,0.0,0.0
1490992769506290977,21.759,-74.233,2.437,0.0,0.0,0.0
1490992769632644337,21.76,-74.233,2.436,0.0,0.0,0.0
1490992769707520259,21.76,-74.233,2.436,0.0,0.0,0.0
1490992769803389580,21.76,-74.231,2.435,0.0,0.0,0.0
1490992769903305886,21.76,-74.233,2.435,0.0,0.0,0.0
1490992770006155605,21.759,-74.233,2.437,0.0,0.0,0.0
1490992770105042744,21.76,-74.233,2.436,0.0,0.0,0.0
1490992770204880331,21.761,-74.232,2.437,0.0,0.0,0.0
1490992770305815096,21.76,-74.231,2.438,0.0,0.0,0.0
1490992770404702915,21.761,-74.232,2.438,0.0,0.0,0.0
1490992770504559771,21.761,-74.232,2.436,0.0,0.0,0.0
1490992770631439212,21.761,-74.231,2.436,0.0,0.0,0.0
1490992770705411828,21.76,-74.232,2.437,0.0,0.0,0.0
1490992770804307979,21.762,-74.232,2.434,0.0,0.0,0.0
1490992770905150085,21.761,-74.233,2.435,0.0,0.0,0.0
1490992771012109101,21.761,-74.232,2.436,0.0,0.0,0.0
1490992771104914032,21.761,-74.231,2.435,0.0,0.0,0.0
1490992771201838541,21.761,-74.231,2.438,0.0,0.0,0.0
1490992771303730791,21.761,-74.231,2.437,0.0,0.0,0.0
1490992771404562255,21.761,-74.231,2.438,0.0,0.0,0.0
1490992771505449611,21.76,-74.232,2.44,0.0,0.0,0.0
1490992771631294685,21.761,-74.23,2.439,0.0,0.0,0.0
1490992771705241842,21.761,-74.231,2.441,0.0,0.0,0.0
1490992771804613513,21.761,-74.232,2.439,0.0,0.0,0.0
1490992771905033232,21.761,-74.232,2.441,0.0,0.0,0.0
1490992772004894920,21.76,-74.231,2.442,0.0,0.0,0.0
1490992772104825246,21.76,-74.232,2.443,0.0,0.0,0.0
1490992772206682643,21.76,-74.231,2.445,0.0,0.0,0.0
1490992772306509701,21.76,-74.23,2.442,0.0,0.0,0.0
1490992772405428808,21.76,-74.23,2.442,0.0,0.0,0.0
1490992772505441880,21.761,-74.231,2.444,0.0,0.0,0.0
1490992772629202289,21.762,-74.231,2.444,0.0,0.0,0.0
1490992772703113414,21.761,-74.231,2.446,0.0,0.0,0.0
1490992772805020311,21.761,-74.231,2.446,0.0,0.0,0.0
1490992772904938343,21.761,-74.232,2.447,0.0,0.0,0.0
1490992773015842661,21.761,-74.231,2.447,0.0,0.0,0.0
1490992773104694099,21.761,-74.231,2.445,0.0,0.0,0.0
1490992773204596812,21.761,-74.231,2.447,0.0,0.0,0.0
1490992773305448080,21.76,-74.23,2.446,0.0,0.0,0.0
1490992773404376060,21.76,-74.231,2.446,0.0,0.0,0.0
1490992773505205655,21.761,-74.23,2.443,0.0,0.0,0.0
1490992773631095679,21.76,-74.23,2.445,0.0,0.0,0.0
1490992773705003546,21.761,-74.23,2.446,0.0,0.0,0.0
1490992773804855483,21.762,-74.23,2.447,0.0,0.0,0.0
1490992773901774778,21.762,-74.231,2.449,0.0,0.0,0.0
1490992774003151792,21.761,-74.231,2.451,0.0,0.0,0.0
1490992774105510276,21.76,-74.23,2.448,0.0,0.0,0.0
1490992774205373538,21.761,-74.23,2.448,0.0,0.0,0.0
1490992774306302789,21.76,-74.232,2.452,0.0,0.0,0.0
1490992774405090743,21.761,-74.23,2.451,0.0,0.0,0.0
1490992774505003962,21.76,-74.231,2.449,0.0,0.0,0.0
1490992774630855526,21.76,-74.23,2.45,0.0,0.0,0.0
1490992774705266846,21.76,-74.231,2.452,0.0,0.0,0.0
1490992774804635640,21.76,-74.232,2.457,0.0,0.0,0.0
1490992774904524584,21.76,-74.233,2.454,0.0,0.0,0.0
1490992775021442962,21.76,-74.231,2.453,0.0,0.0,0.0
1490992775104225171,21.761,-74.231,2.453,0.0,0.0,0.0
1490992775204135711,21.76,-74.231,2.454,0.0,0.0,0.0
1490992775302978457,21.76,-74.231,2.452,0.0,0.0,0.0
1490992775402894610,21.76,-74.231,2.455,0.0,0.0,0.0
