timestamp,lat,long,alt
1490992760197368129,37.4260693585,-122.076003881,-31.3146437491
1490992760614932869,37.4260693566,-122.076003873,-31.3110332493
1490992761613863165,37.426069368,-122.076003881,-31.3118859662
1490992762088305490,37.4260693513,-122.076003865,-31.3161172012
1490992762200302117,37.4260693529,-122.076003871,-31.3158576097
1490992762613905216,37.4260693548,-122.076003875,-31.3121279395
1490992763613813671,37.42606936,-122.076003889,-31.3097962662
1490992764614732547,37.4260693602,-122.076003892,-31.3117564767
1490992765613230017,37.4260693492,-122.07600391,-31.3104092619
1490992766198145322,37.426069371,-122.076003879,-31.3158645013
1490992766614707619,37.4260693626,-122.076003882,-31.3116948907
1490992767488743277,37.4260693713,-122.076003879,-31.3082064894
1490992767614634678,37.4260693713,-122.07600388,-31.308429255
1490992767787446870,37.4260693745,-122.076003883,-31.3098826969
1490992768204070524,37.4260693648,-122.076003888,-31.3048684161
1490992768614594241,37.426069379,-122.076003887,-31.3047190006
1490992768690555434,37.4260693782,-122.076003892,-31.3014170949
1490992769614610475,37.426069369,-122.07600389,-31.3021993519
1490992770197051277,37.4260693796,-122.076003875,-31.2988022748
1490992770614561543,37.4260693812,-122.076003868,-31.3015542996
1490992770888212636,37.4260693883,-122.07600386,-31.3167216638
1490992771613497211,37.4260693833,-122.076003863,-31.3145590243
1490992771888160325,37.4260693734,-122.076003862,-31.3096788995
1490992771988013954,37.4260693873,-122.076003857,-31.3118905427
1490992772196898900,37.4260693888,-122.07600387,-31.3086587626
1490992772487589701,37.4260693805,-122.076003861,-31.3090475453
1490992772687324804,37.4260693602,-122.076003872,-31.3132960993
1490992773613939577,37.426069376,-122.076003885,-31.3126979662
1490992773689452510,37.4260693433,-122.076003886,-31.3183588688
1490992774200461495,37.426069348,-122.07600389,-31.3179033108
1490992774614420792,37.4260693465,-122.076003878,-31.3175264136
1490992775613439648,37.4260693487,-122.076003887,-31.310707262
1490992775688896040,37.4260693585,-122.076003867,-31.3181095598
1490992776196918049,37.4260693447,-122.076003872,-31.3161221218
1490992776387633555,37.4260693438,-122.076003877,-31.3127310389
1490992776613429268,37.4260693566,-122.076003878,-31.3122280656
1490992777614426273,37.4260693453,-122.076003904,-31.3094446723
1490992777986962207,37.42606936,-122.076003892,-31.304464334
1490992778613438155,37.4260693576,-122.076003907,-31.3057525088
1490992779615394466,37.4260693622,-122.076003923,-31.298105688
1490992780089768049,37.4260693586,-122.076003942,-31.2971139067
1490992780200697105,37.4260693737,-122.076003933,-31.2970697885
1490992780615285119,37.4260693807,-122.076003931,-31.2952536096
